i_iso3,j_iso3,q025,q500,q975
ZAF,CAN,3.002295873862998,3.2872266392547695,3.604308513498172
AUS,CHL,1.6034587243259861,1.7083987570772279,1.8522816226277543
AUT,CHL,1.8917254171983076,2.0699197945501835,2.243497194580522
BGR,CHL,3.830888944148618,4.168203060841114,4.542224816204675
BNL,CHL,1.410060432051485,1.6009134120315682,1.7515469743230723
BRA,CHL,1.404720961302746,1.523405180972031,1.6682968897269292
CAN,CHL,1.5278274538148442,1.6483881947436463,1.726170264395607
CHN,CHL,1.5554264541279068,1.7056005295639425,1.9049102643801545
COL,CHL,1.9177876538487968,2.161571992193217,2.390873792459341
CYP,CHL,3.9782105017658282,4.45049968974661,4.777444102349909
CZE,CHL,2.838239164388333,3.0790733745202434,3.331123225628599
DEU,CHL,1.4624585598353397,1.5855280318617724,1.7252048291213908
DNK,CHL,1.7420088807363512,1.8831193225135383,2.06919122089643
ELL,CHL,3.133066986877818,3.376633721659261,3.6302959990662638
ESP,CHL,1.8116484438605238,1.972968629427251,2.1343512226522714
FIN,CHL,1.7741135878977587,1.9318103630291212,2.0662737571670795
FRA,CHL,1.62768149992408,1.8041122357278132,1.9273138057908517
GBR,CHL,1.765072961562598,1.9319248452099402,2.0895802952348226
GRC,CHL,3.179212279222563,3.4280960429787264,3.7551112401582465
HUN,CHL,3.2704426497524945,3.617516062294575,3.968937548813657
IDN,CHL,2.966926233980562,3.3773765551358172,3.7618280302427114
IND,CHL,3.481948777605343,4.027380133010418,4.66296212895732
IRL,CHL,2.2833984817550284,2.4585096348919055,2.689576826134678
ISR,CHL,2.0827030176868773,2.258292180169336,2.4234264550418017
ITA,CHL,1.6847355781065083,1.7965837957743302,1.9451877198257859
JPN,CHL,1.1239209109955508,1.2453618026394688,1.3600229359096145
KOR,CHL,1.497906184622321,1.6616777705767567,1.8483579608340368
MEX,CHL,2.0239051965849097,2.1811108271312536,2.3444215254686043
MYSG,CHL,2.347544021236464,2.63032395767563,2.9456445103361686
NZL,CHL,2.5013247116165123,2.67297503982977,2.854038587718176
PER,CHL,1.9674985806151608,2.1398817642462498,2.3930484336453217
PHL,CHL,4.147790627909362,4.591098175566539,5.166810608385083
POL,CHL,3.4012261713765857,3.6663608370809424,4.015132821682165
PRT,CHL,2.4673646428423615,2.683434340213568,2.862427767186715
ROU,CHL,3.404043053327132,3.6429378802176124,3.9367501776556866
RoW,CHL,1.5790756104565808,1.7283018639781849,1.8651192970451311
RUS,CHL,3.6755816627686704,4.021434163325942,4.394189038768483
SVK,CHL,2.9687429503070693,3.3037845011247473,3.5885512420112313
SVN,CHL,3.116190437015896,3.376854949166443,3.64444531473869
SWE,CHL,1.6354728940403809,1.752813786250591,1.8910994286314884
THA,CHL,2.8473504191826233,3.1070044249237943,3.4928910813005554
TUR,CHL,2.603010333943269,2.893232816565555,3.1489748164035762
USA,CHL,1.4773429482325562,1.5741887262163092,1.6682450079208155
VNM,CHL,3.6967617054904247,4.119091418995609,4.779867096984834
ZAF,CHL,2.8262334273660197,3.1436586093757835,3.393089590273803
AUS,CHN,1.0358712998547877,1.160208015759088,1.2538563909756606
AUT,CHN,1.904306667080166,2.0503568947730684,2.282630019136047
BGR,CHN,3.470824950382556,3.9334273811771947,4.296895074879804
BNL,CHN,1.3636769943578173,1.5098657262941813,1.6555888344988066
BRA,CHN,1.3457528629131974,1.5062502483193594,1.6816937615313021
CAN,CHN,1.4056309510104583,1.5439530570727522,1.7072724290404928
CHL,CHN,1.7065649311357438,1.8930354195478132,2.0919733694024276
COL,CHN,2.827355216408641,3.1349851185609667,3.60275032426335
CYP,CHN,3.2951516304710697,3.656485782723352,4.138026052119935
CZE,CHN,2.425254620516876,2.734282371727243,3.0274218882131354
DEU,CHN,1.3075557618515314,1.4508962060211998,1.6358542208568618
DNK,CHN,1.71222286573019,1.9093637861246213,2.098354083031725
ELL,CHN,2.8229818693452473,3.142935052200847,3.5090757868165854
ESP,CHN,2.1370389341529012,2.3051793812138124,2.5253094800755793
FIN,CHN,1.864958831194436,2.0413700071829393,2.2592063094857835
FRA,CHN,1.6328117643151026,1.8046930977062927,1.996093832145701
GBR,CHN,1.842975969747333,2.0248745891294035,2.235008180061123
GRC,CHN,2.582506546268447,2.9101196961672784,3.1899444883190604
HUN,CHN,2.5964879633315263,2.903666072863369,3.185145553058601
IDN,CHN,2.2994356539155847,2.6492266107771276,2.950065734939355
IND,CHN,3.0917406220434294,3.5413175812105244,4.069110889421106
IRL,CHN,1.967235792913391,2.2129830526446934,2.4632928859326224
ISR,CHN,1.8674489427400278,2.10966689696604,2.336153092817576
ITA,CHN,1.7033788355970931,1.8757536919275752,2.0806243595833145
JPN,CHN,0.9594532457709537,1.0707575761029298,1.202151443590728
KOR,CHN,1.2846378191181902,1.4537578421904946,1.6464681222195146
MEX,CHN,2.420110962522257,2.6478266433393935,2.9187742315028906
MYSG,CHN,1.5821453720333645,1.814438215247713,2.0626818061015153
NZL,CHN,1.846433063888481,2.020494199357703,2.2125879475390278
PER,CHN,2.233904086496696,2.508369567227728,2.7584212328132676
PHL,CHN,2.8595817227420977,3.222730888241592,3.623703366836195
POL,CHN,2.9847581482810632,3.3065504257310856,3.72709431341887
PRT,CHN,2.6912860703444763,2.9123345090693227,3.2174522616828622
ROU,CHN,3.2565564286730986,3.5993547621394812,3.9285872295142044
RoW,CHN,1.3662799205569203,1.5117930706303953,1.714055552451144
RUS,CHN,2.1199273225503967,2.373551988507825,2.6141823411823304
SVK,CHN,2.1991424695655795,2.4030740821748338,2.6487489551594834
SVN,CHN,3.1158238139194165,3.4532631045943054,3.8404162505638886
SWE,CHN,1.6428059165603037,1.794118889758177,1.9784817834978963
THA,CHN,2.4635381806055436,2.746659671899093,3.1379096501824026
TUR,CHN,2.433091352662299,2.6894923416276333,3.0383745764855083
USA,CHN,1.5998496609525104,1.7237491585733689,1.8742186396062028
VNM,CHN,3.161681124942394,3.6158043183258526,4.0084808428852385
ZAF,CHN,1.8833304613697837,2.123685186494472,2.3197924397025727
AUS,COL,1.870519616267511,2.1001723047027125,2.3078443721406723
AUT,COL,1.7928511257097282,2.010211455668765,2.20616170008742
BGR,COL,3.911784876107895,4.286458848473687,4.73582522221836
BNL,COL,1.3429596022502146,1.5157165423988062,1.7265227284675504
BRA,COL,1.383632054710846,1.538481842730441,1.7411217935647882
CAN,COL,1.369192727073489,1.4736848824578663,1.6133619832602852
CHL,COL,1.6812043234853622,1.85238690173666,2.0864731356892845
CHN,COL,1.465174434926696,1.682145517753576,1.8646942901515557
CYP,COL,3.478618756078083,4.0155460484358425,4.472728885349823
CZE,COL,2.643268606982747,2.933754997795062,3.299252881329744
DEU,COL,1.3756190611431942,1.5320649235675488,1.7233598097035028
DNK,COL,1.7245751056221388,1.9653310552506316,2.170511403547259
ELL,COL,2.101111123958379,2.3426950961363238,2.5439627001075076
ESP,COL,1.7668327281683747,1.9369510670846894,2.1380789527623776
FIN,COL,1.8571104583067108,2.066301031992432,2.2553334972726002
FRA,COL,1.4336245819214315,1.591773977800972,1.7379208866117635
GBR,COL,1.8488063687775793,2.0471781277291923,2.2331536648364847
GRC,COL,3.0551755533466967,3.391549036143271,3.7759317325916433
HUN,COL,2.93512744354184,3.296467839032144,3.738455637338393
IDN,COL,2.7844639448643447,3.170028257786691,3.5622687116324183
IND,COL,3.0343609844686883,3.510270739784973,4.050297195685638
IRL,COL,1.9631548599167614,2.2011556701232164,2.4159332789146837
ISR,COL,1.7692667459182716,1.9936365229200637,2.202941392187872
ITA,COL,1.591388507817558,1.737404596089402,1.9104235775855745
JPN,COL,1.0898967777993667,1.2535363900757437,1.3985914872915006
KOR,COL,1.4882081240979188,1.6803990281005805,1.89074317188261
MEX,COL,1.5712861248324608,1.784331671676076,1.9536486924490968
MYSG,COL,2.0169583141008425,2.2788842515306675,2.6275865654328294
NZL,COL,2.6709976575311254,2.9930555466700213,3.2474117810015057
PER,COL,2.0163163541520275,2.259330799314493,2.574157037260826
PHL,COL,4.241726592349664,4.69441484626023,5.393672482186247
POL,COL,3.175293420659111,3.503122663456512,3.939367894275809
PRT,COL,2.4967265075414997,2.766319142594174,3.0265150714706017
ROU,COL,3.283962470339314,3.6658633679263186,4.052638256724954
RoW,COL,1.4421451917822359,1.6603451437287005,1.8105228113441738
RUS,COL,2.575336841915684,2.879316345121219,3.2846041092679883
SVK,COL,2.7783391424273187,3.0376992342545446,3.313476502974919
SVN,COL,2.5809984271949875,2.936921273916398,3.256930436988783
SWE,COL,1.5721009051965131,1.7462040729753165,1.9429476283012517
THA,COL,2.76398218298839,3.0079313805700303,3.368259342700026
TUR,COL,2.3789160688751485,2.7033264473351197,3.03087658786301
USA,COL,1.3322596850934738,1.4508581625557135,1.5838817518125277
VNM,COL,3.191881809773193,3.7138608573381093,4.333390077527556
ZAF,COL,2.706527089451009,3.073141352149917,3.49083783355767
AUS,CYP,2.1020852972225246,2.2345083361394846,2.3818608365123763
AUT,CYP,1.6817040287812195,1.7827616869171146,1.9103369686939735
BGR,CYP,2.4159176794414305,2.6221093919302163,2.786005455886733
BNL,CYP,1.1286751217184228,1.2582608537140922,1.381886333468473
BRA,CYP,2.2962954845872168,2.484715885670176,2.7241433200276317
CAN,CYP,2.1490182569301077,2.313850252261881,2.462549166451673
CHL,CYP,3.04212402336033,3.233264817662797,3.5431770634943374
CHN,CYP,1.7738966633587911,1.9591977430439065,2.097356995423834
COL,CYP,4.535302072864908,4.9067754906333665,5.507082085320169
CZE,CYP,2.222846706493155,2.400503142707142,2.5473958256881737
DEU,CYP,1.419139066474578,1.508782167883925,1.620164850606261
DNK,CYP,1.571749412519139,1.6788641382144864,1.840209877010163
ELL,CYP,2.1004067480189326,2.254424682298601,2.400326424732969
ESP,CYP,1.766860743543735,1.85366356258262,1.9758279100014418
FIN,CYP,2.042190444284251,2.171517785700643,2.2819320355449264
FRA,CYP,1.498967817245199,1.5874952027286984,1.6759822874990729
GBR,CYP,1.5177648312917351,1.6288535980084728,1.7372280980470465
GRC,CYP,1.2372495552764966,1.3318074874901493,1.4243602468311058
