i_iso3,j_iso3,q025,q500,q975
KOR,CHN,1.3157726779594374,1.4530500344781196,1.6058727694950066
MEX,CHN,2.466310826027236,2.673120325084035,2.9223103175362497
MYSG,CHN,1.6399494771327845,1.8509778982993317,2.0359357539812386
NZL,CHN,1.884807904140863,2.0975570564700234,2.270560887390897
PER,CHN,2.2538992559069793,2.467643799696737,2.8238150134409357
PHL,CHN,2.876772667175554,3.222940984933971,3.6427600757318688
RoW,CHN,1.4151250913859774,1.5544142732623347,1.6992771051862563
RUS,CHN,2.175904274456237,2.4252235753394613,2.7576846134670934
THA,CHN,2.415364875196088,2.7783991787704254,3.094334204807648
TUR,CHN,2.4414245897425206,2.7381182807315216,2.9688060790912756
USA,CHN,1.6264664903886463,1.762166554101046,1.8856342645861925
VNM,CHN,3.2394641595671714,3.687335900101923,4.067010021788878
ZAF,CHN,1.8746991211599533,2.164777448235195,2.33963569528527
AUS,COL,1.9006450687003738,2.085029657719663,2.32609254225712
BRA,COL,1.3815920000836617,1.5391440802555494,1.7077818029384662
CAN,COL,1.374719708130994,1.4826654044289929,1.6262268713694348
CHL,COL,1.7070063047066453,1.8805558612440252,2.0902578972310115
CHN,COL,1.4967984909579892,1.6612866349170483,1.8893075080264692
EU,COL,1.2371916852904654,1.3412676816948612,1.4818270772053364
IDN,COL,2.778906248219874,3.108234466230735,3.6054080917228024
IND,COL,3.1393696291131525,3.496201684122738,3.913885718666709
ISR,COL,1.839323170190469,2.0363978958623585,2.246539360312627
JPN,COL,1.1342994881355462,1.2583535571475837,1.422650130194384
KOR,COL,1.541787438034254,1.6540801669103216,1.9157502509234465
MEX,COL,1.6169946739111072,1.7772743039650762,1.9858330423413713
MYSG,COL,2.1001583312797365,2.3185069661595614,2.5899083861717584
NZL,COL,2.8122886651136496,3.0211991889544123,3.3357581031487897
PER,COL,2.070609923001758,2.2838172974255366,2.512240996019974
PHL,COL,4.245482000933147,4.749636144126422,5.181256211380463
RoW,COL,1.563134972960394,1.6877002829844792,1.8273420990679052
RUS,COL,2.6586564971817395,2.944572334778118,3.401433378522204
THA,COL,2.7396789156534282,3.0327496090599504,3.433477785450697
TUR,COL,2.4536638679185,2.7133090100720594,3.071182607833311
USA,COL,1.3647658429939578,1.4498922774229728,1.5898474310472959
VNM,COL,3.173092732391922,3.777728182859339,4.315181027290078
ZAF,COL,2.828697608464993,3.0976787235826464,3.4464205266908614
AUS,EU,1.8318899366365524,1.950872625091672,2.0969164062286145
BRA,EU,1.9344514898775962,2.0410791133681485,2.2467234490597536
CAN,EU,1.8063964915223,1.911570059731286,1.9995280789829688
CHL,EU,2.4891505043269424,2.6628937381644278,2.845909790849251
CHN,EU,1.872727649165074,2.075117257147524,2.2388069469066108
COL,EU,2.9955205164818786,3.3027906066178714,3.5938777714411136
IDN,EU,3.029738593890002,3.480321637390831,3.9113855169410394
IND,EU,3.767452255888332,4.146320136378908,4.814383551997341
ISR,EU,2.0987043692956897,2.237463705055606,2.385594681852586
JPN,EU,1.3526686507471317,1.483418063859107,1.5959546407280816
KOR,EU,1.9457453690452666,2.1042781817242573,2.344390708379195
MEX,EU,2.939226080265133,3.1406501797564106,3.32368881609002
MYSG,EU,2.277904996746143,2.5175197155786266,2.7637680794755735
NZL,EU,2.523091307205992,2.6679621541026934,2.831053997634443
PER,EU,3.147047582686321,3.346957870998028,3.794212423241861
PHL,EU,4.188825467051984,4.470044845274564,4.996863238256025
RoW,EU,1.770856851186403,1.8698358756357076,2.0272441486086588
RUS,EU,2.282965552642155,2.448797422560453,2.6379478286657787
THA,EU,3.402682208729744,3.6733339656509365,4.113764420407538
TUR,EU,2.320600522314328,2.498790794325976,2.7063715292574733
USA,EU,1.976758634000878,2.0551369660109042,2.1276682410051606
VNM,EU,3.7788777236444613,4.2818831587369,4.800626801853619
ZAF,EU,2.5565448567533138,2.739242447724806,2.9780422585988964
AUS,IDN,0.9395690320628985,1.0610524507379053,1.2247394593756797
BRA,IDN,1.282764902515828,1.4523067851107525,1.7131890115275388
CAN,IDN,1.1283876572621243,1.2651060866081043,1.4077972623259398
CHL,IDN,1.7291997342144991,1.919333206646809,2.2827854137079155
CHN,IDN,1.2532482163804952,1.4076707219957356,1.6382071406762897
COL,IDN,2.906205199919212,3.4134516833723296,3.7610188270330682
EU,IDN,1.0679191828612382,1.2213490305913823,1.3631787531089068
IND,IDN,2.2301467851549837,2.699360067822471,3.0423086418931184
ISR,IDN,2.402165193969942,2.76007377787979,3.162271395918176
JPN,IDN,0.756862012209957,0.8941225834460451,0.9851635407327253
KOR,IDN,1.0502546005912792,1.1735115630211324,1.303762216830268
MEX,IDN,2.228945241172117,2.541706083932514,2.9119267991263476
MYSG,IDN,1.0097446325221087,1.2302619977038516,1.3442146283513958
NZL,IDN,1.4012911920935673,1.628712271321763,1.8169831735876103
PER,IDN,2.5796873245077854,2.9553319704315344,3.426989796493958
PHL,IDN,2.4027792968401616,2.862099316723734,3.3221062477053245
RoW,IDN,1.185627432262003,1.3574184618619518,1.4953409345813462
RUS,IDN,2.1238957617996554,2.33261853580541,2.655341050598958
THA,IDN,1.6977513703423097,1.9697418005593743,2.2067462422308712
TUR,IDN,1.9503695944799744,2.136158170083708,2.391070476515789
USA,IDN,1.2789615438732458,1.44911355385119,1.6124017804262383
VNM,IDN,2.214484748455142,2.6004492489299986,3.1189844514244185
ZAF,IDN,1.8345058698863461,2.054795712036136,2.3590559301663743
AUS,IND,0.6906478299459459,0.8086119205228168,0.8704021723220067
BRA,IND,1.0936371552468735,1.1849307847434387,1.327520156292925
CAN,IND,0.9469690722836864,1.044248320418927,1.1545103449906695
CHL,IND,1.0917291848032995,1.2321445028680302,1.336775203529732
CHN,IND,0.9953269126355992,1.1275887430198608,1.2636645712283483
COL,IND,1.6682940281343048,1.8693650664297254,2.0926379786920437
EU,IND,0.7517638509499683,0.8602554190101326,0.953244904465848
IDN,IND,1.2725457271509724,1.4470196401653028,1.7524569813262858
ISR,IND,1.0571751353924268,1.1739309913396108,1.2773185879795412
JPN,IND,0.7100189874679601,0.8221268567897859,0.9047051876521875
KOR,IND,0.9335649499921264,1.0100743979195843,1.1706820872194423
MEX,IND,1.5032129467761495,1.672666164096964,1.8263417997738118
MYSG,IND,1.0464342147967105,1.1490417331296008,1.2946757073053374
NZL,IND,1.2197284820075607,1.3347277108714797,1.4974327346714864
PER,IND,1.719590211376092,1.918462569521549,2.1844778220657775
PHL,IND,2.3376850136953777,2.6957079701701554,3.074642592115044
RoW,IND,0.7869756576575229,0.8890987170524878,0.9902143435127202
RUS,IND,1.4437873333795326,1.653108316557002,1.8874148199851402
THA,IND,1.5817911376049494,1.8668614930955325,2.1415709470745186
TUR,IND,1.5892659238128326,1.7574384601600042,1.9248070828684225
USA,IND,1.0155243405135859,1.144664864102329,1.235882936739781
VNM,IND,2.136610695002199,2.5043102943811997,2.8217185880178968
ZAF,IND,1.179365182425076,1.2882510543917212,1.4887851045916942
AUS,ISR,2.056759902139201,2.2049636228287204,2.417752005243633
BRA,ISR,2.384922860997287,2.5944122062692747,2.8586509409199232
CAN,ISR,2.1010537986837936,2.2041507175772805,2.3969983070649112
CHL,ISR,3.276715595346441,3.448011895388909,3.673424458697008
CHN,ISR,2.1905388100619305,2.3525816101011916,2.6374886843830914
COL,ISR,2.6994696285803332,2.979704107982749,3.321984920716921
EU,ISR,1.4233637412838218,1.5081180266568461,1.6129415177432316
IDN,ISR,3.98286800542023,4.5358082739838554,5.218412441051372
IND,ISR,4.229033503730351,4.6185404368607745,5.207228512622072
JPN,ISR,1.4269424865071048,1.5793843933463196,1.6924275095862653
KOR,ISR,1.9390114963013712,2.110938053604376,2.2586124016319644
MEX,ISR,3.475964256443943,3.806898645516667,4.08256767235029
MYSG,ISR,2.6287305657822686,2.882681732959929,3.226725805813779
NZL,ISR,3.5602695061603926,3.867149896587393,4.106747783588892
PER,ISR,4.995475125267146,5.355644144099781,5.852764501487883
PHL,ISR,5.187672205257239,5.692687753871403,6.255481069017962
RoW,ISR,1.9914190986208724,2.1363658607634495,2.277249712274509
RUS,ISR,3.056551220226656,3.236894415909948,3.63363016518609
THA,ISR,3.4699878499675236,3.9510484191757635,4.246421592646169
TUR,ISR,2.2721555122137134,2.4599378325598327,2.636767017699029
USA,ISR,1.9733675193502593,2.070446179060122,2.185206303084978
VNM,ISR,4.715963272949468,5.359170944881043,5.961809989802065
ZAF,ISR,2.547408556410073,2.794129041366078,3.0544286521010076
AUS,JPN,1.702667989463684,1.8619107107593251,2.1138483424770933
BRA,JPN,2.5116351790325835,2.771402463923933,3.1413497505757304
CAN,JPN,2.2886747066096675,2.4674816449507846,2.70726950520665
CHL,JPN,2.759766010683528,2.9569191336843303,3.2059388531629973
CHN,JPN,2.485486331265543,2.740715785947635,2.9663657486549697
COL,JPN,4.909473996277408,5.551854720558558,6.196674531866854
EU,JPN,2.1771408155662697,2.334760775640219,2.518717661352942
IDN,JPN,3.352348888163376,3.697395627041613,4.350937440594394
IND,JPN,5.617689618394889,6.192762825731347,7.230449010993374
ISR,JPN,3.502121222142476,3.7834732629142147,4.1140324928907965
KOR,JPN,2.3165487219594425,2.5448382986721256,2.8515032495856127
MEX,JPN,4.056609679041648,4.465345424673869,4.9466060249668935
MYSG,JPN,2.724368484218434,3.0186729134099766,3.316654230375138
NZL,JPN,3.0676710006314094,3.2639963187336027,3.622529251986764
PER,JPN,3.885770985578864,4.30785853756835,4.820167286731137
PHL,JPN,4.424002657179565,5.0035614321072055,5.534431097045471
RoW,JPN,2.339746237100585,2.5083685260620543,2.7391564249951106
RUS,JPN,3.72258198511959,4.034266671989213,4.5494974101335695
THA,JPN,3.783582236299783,4.304521148794587,4.861302899942782
TUR,JPN,4.930751038268292,5.467432492705479,5.878754254036362
USA,JPN,2.5835406300180774,2.761869892496038,2.9989359184164543
VNM,JPN,4.817367346779003,5.371959435137226,6.092242956191897
ZAF,JPN,3.4315313079226644,3.846770816111915,4.280297854702358
AUS,KOR,1.1549539608247181,1.2845794192117443,1.4034246007684765
BRA,KOR,1.6920401154048546,1.9091175485599199,2.096410004295444
CAN,KOR,1.5820890706972661,1.730010176441854,1.8148927372786998
CHL,KOR,1.9331992105337352,2.159765859954491,2.3036472888031776
CHN,KOR,1.7143587682306647,1.8783194368083045,2.0706937294232546
COL,KOR,3.3554826218931426,3.895719395006881,4.187979988787356
EU,KOR,1.393168329913751,1.5534048735515043,1.6673562627868612
IDN,KOR,2.3273464126150323,2.602852592086272,2.9138146400168656
IND,KOR,3.4099465200962236,3.9232895191356976,4.307549607726582
ISR,KOR,2.3241045492757544,2.4721541178069932,2.6972561618741615
JPN,KOR,1.0135018141296122,1.1357863600034541,1.2480116846243068
MEX,KOR,2.6370366721556007,2.9234627320487876,3.206902114239613
MYSG,KOR,1.7986369015877208,2.0667289186269855,2.2801039834000627
NZL,KOR,2.034564009504347,2.286777731263692,2.445228298218206
PER,KOR,2.57296128562395,2.778386807371734,3.085301787236886
PHL,KOR,3.143175448443475,3.583868988436951,3.9463563558829464
RoW,KOR,1.5098926211827277,1.6400944710244647,1.8091686688514286
RUS,KOR,2.418031498579249,2.6246209939107032,2.8137828477269005
THA,KOR,2.977242292442792,3.2971403188882733,3.646066935874244
TUR,KOR,2.8627124907494164,3.1613571379255276,3.462161581508992
USA,KOR,1.7056710370739627,1.8591034523322203,1.9461636674323421
VNM,KOR,3.2241790345150245,3.696211857849906,4.230785125538608
ZAF,KOR,2.3771067395920573,2.626734178961538,2.907548432135124
AUS,MEX,1.4359584773322187,1.5460786972067582,1.7182546105949164
BRA,MEX,1.46264638278715,1.6154858834895782,1.756831669378871
CAN,MEX,1.1545808393306436,1.2535898517898878,1.3376296828945602
CHL,MEX,1.7228285432098578,1.8781013531815631,1.9934219043726864
CHN,MEX,1.3418331325138972,1.4806224687135607,1.6004797748756456
COL,MEX,2.288546741324145,2.563877637280469,2.8084047753123675
EU,MEX,1.136456320087572,1.1907618410996266,1.2714855546533583
IDN,MEX,2.3938962685584335,2.7555127328952373,3.1474328421903093
IND,MEX,3.0484495330202193,3.3204331585578393,3.718940444452035
ISR,MEX,1.7341901294004607,1.8835791151286516,2.0545430728640577
JPN,MEX,0.9140482938924241,1.0219889348979856,1.1200458240822393
KOR,MEX,1.2161005831349136,1.3510309912194085,1.4955207590475748
MYSG,MEX,1.6211923595036943,1.7740537986868157,1.9686955735640737
NZL,MEX,1.8868303189347224,1.997852224521342,2.167152792144868
PER,MEX,2.479164141877966,2.6900502941466957,2.9761674148985757
PHL,MEX,2.749235627992145,3.0416865849347308,3.460532213005664
RoW,MEX,1.5574660200552775,1.6697855777597113,1.8511877186158945
RUS,MEX,2.52916844107749,2.742660884487571,3.035055458582529
THA,MEX,2.3954036126149822,2.6652382761978872,2.9356613826770905
TUR,MEX,2.4453760131378246,2.718835914321514,2.952798752632398
USA,MEX,1.0787534508460157,1.1385412932378822,1.2013467535160112
VNM,MEX,3.0103332073209894,3.373654011775627,3.7632830231476317
ZAF,MEX,2.095010209981475,2.3281527722607365,2.5115748519094754
AUS,MYSG,1.1025473142033402,1.2170264339083312,1.3224209648787468
BRA,MYSG,1.3704253887522306,1.559830402973285,1.7295920824957636
CAN,MYSG,1.4094542398438399,1.5749673994700188,1.6783266525625549
CHL,MYSG,2.283372965217675,2.426737947440534,2.6531779158088344
CHN,MYSG,1.381875662202663,1.5030106530945575,1.6708035831492323
COL,MYSG,2.45062990450441,2.7394102781042347,3.0302200934896533
EU,MYSG,1.0543308823443571,1.1600158886546799,1.2543356241457904
IDN,MYSG,1.690617224360114,1.855909819127573,2.2325810742464904
IND,MYSG,2.357952717960062,2.6310675969134127,2.87189855247904
ISR,MYSG,1.694625757477528,1.8823533642075492,2.0721974287246216
JPN,MYSG,0.8306503332788402,0.912558065220171,0.9994244358701885
KOR,MYSG,1.1701939972186886,1.2664341331527016,1.4542958885260222
MEX,MYSG,2.180641250203568,2.3923379878985447,2.6297304894642473
NZL,MYSG,1.5610874185494796,1.710918554939207,1.8313547410812607
PER,MYSG,3.5012963664666286,3.978680467096387,4.434111219016705
PHL,MYSG,2.2689005680244634,2.5189116174010797,2.7128782124516175
RoW,MYSG,1.23150769954963,1.323329983271621,1.442176705151814
RUS,MYSG,2.1788319518986587,2.3921232111434283,2.665643714530909
THA,MYSG,1.8102254705303984,2.082513297528129,2.3189499911381777
TUR,MYSG,2.0716919315271136,2.3241030902872337,2.5514174772644793
USA,MYSG,1.2824158538545853,1.3928315340200046,1.4856686893779412
VNM,MYSG,2.5066479523296916,2.8938992274672293,3.217797202831762
ZAF,MYSG,1.9176834500433064,2.180869723191953,2.3982558684273036
AUS,NZL,1.267797594920924,1.3874884699974266,1.4631436784974823
BRA,NZL,2.672012404202352,2.920288842022327,3.1458987569638053
CAN,NZL,1.885549512727839,2.0069936682936746,2.1446881830186677
CHL,NZL,3.1113576735194806,3.31690761032987,3.579132336398613
CHN,NZL,2.000022625574469,2.1769925254124214,2.401531147703503
COL,NZL,4.568281275364065,5.066343238985229,5.48029435075256
EU,NZL,1.589465517780976,1.6793890528703042,1.783676436766286
IDN,NZL,2.9965555069175287,3.3710468464646075,3.9158316160357414
IND,NZL,4.437809891735443,4.971344803517942,5.498288240082759
ISR,NZL,2.513469396130468,2.674233343098655,2.914262361594561
JPN,NZL,1.3447912209087804,1.4977185029569606,1.5983640280996851
KOR,NZL,1.9430684507006275,2.090568585243359,2.3571058658786437
MEX,NZL,3.2167466138154732,3.5335509983575064,3.704805883304958
MYSG,NZL,1.9902485930428415,2.146805693213728,2.3864738651201183
PER,NZL,4.087747302347227,4.414942837269424,4.877886667263951
PHL,NZL,4.278728972364931,4.646399945290059,5.121748558909663
RoW,NZL,2.026341743405231,2.138435641767736,2.3020917224370767
RUS,NZL,2.886574245826331,3.0618529222442445,3.3663725578213977
THA,NZL,3.110879807470652,3.3660008571831366,3.7799868726121257
TUR,NZL,3.219990219297524,3.471708532803092,3.803746766864007
USA,NZL,2.0712570490207285,2.154623334314988,2.271888794505827
VNM,NZL,3.9954388130152103,4.6793579404332855,5.288263686662379
ZAF,NZL,3.256311982257949,3.561157299172459,3.9268541114102784
AUS,PER,1.4937265961538413,1.6779916825380434,1.837581096516597
BRA,PER,1.2254251086931223,1.3872030599748846,1.4918167170114454
CAN,PER,1.276460850337465,1.3976813003194009,1.5262523932260212
CHL,PER,1.4110233519344428,1.5476049579354663,1.674699663330985
CHN,PER,1.3230027186994224,1.519455357791097,1.6698620067057197
COL,PER,1.688064743489514,1.8460973584134241,2.0306024594020977
EU,PER,1.146846058197741,1.2877408510141088,1.357390118997299
IDN,PER,2.353630585742409,2.754891031018675,3.1540689836703275
IND,PER,2.7540864443350364,3.164071284936525,3.518826318750699
ISR,PER,1.8262017279637623,1.9979013262044747,2.1602779229401805
JPN,PER,1.0095412423352017,1.1249233714334537,1.253322116726052
KOR,PER,1.2938022368681914,1.4267995157930295,1.5562898891993784
MEX,PER,1.719529822644996,1.9049380318989089,2.074641968321576
MYSG,PER,1.8905891176542602,2.113807627106901,2.445190383661825
NZL,PER,1.84193751032622,2.0371772101961585,2.1939265095749123
PHL,PER,3.8299858590112117,4.105510725259039,4.552623244389467
RoW,PER,1.3027238692518124,1.4550262602742507,1.5620251571545611
RUS,PER,2.0841567009153437,2.2535757936209837,2.4311450494672378
THA,PER,2.2553011658051645,2.663152460156063,2.902104925935164
TUR,PER,1.8688582597559367,2.0703687944717344,2.310702405111381
USA,PER,1.2700452023521653,1.3773661772125125,1.4740867783621718
VNM,PER,3.0729048725972374,3.6258884730998484,4.05264129592633
ZAF,PER,2.332275688798076,2.6062761649318293,2.886758048734672
AUS,PHL,0.8630482737447296,0.9738723213779195,1.0518162508691227
BRA,PHL,1.1631088026074172,1.2719548121055513,1.431527472097715
CAN,PHL,1.0622028845305622,1.1791634636573263,1.2451129965481038
CHL,PHL,1.4710617427522872,1.626233849491519,1.7683655058028191
CHN,PHL,1.142315357656538,1.2900984325674962,1.4456229440775081
COL,PHL,2.924332342084276,3.1614352495464675,3.5086992537264803
EU,PHL,0.9545390083224287,1.0725506881042692,1.1380415749356114
IDN,PHL,1.4425644066500116,1.6902834768914095,1.984638388403707
IND,PHL,2.301563012140465,2.6380359895810885,3.063975128114387
ISR,PHL,1.4495606858134633,1.6026874315332549,1.752790715649172
JPN,PHL,0.6961202428330542,0.7742368965516085,0.8682198856728562
KOR,PHL,0.9363659126234214,1.0408227946405049,1.1852045274876666
MEX,PHL,2.2597030031022713,2.566823644478945,2.8329463694159296
MYSG,PHL,1.094757014812195,1.1824127306642733,1.3269407356160539
NZL,PHL,1.1720398324981258,1.304170377027621,1.409798026470088
PER,PHL,1.8162526951823061,1.989904451757479,2.1975750113233152
RoW,PHL,1.0688585984738919,1.1656089245629846,1.3003553682323794
RUS,PHL,1.6582180294026714,1.8018530685139056,2.0150834680368868
THA,PHL,1.5321277513757694,1.7738065719335143,1.9653730797838591
TUR,PHL,1.8594459345207712,2.0966984580776,2.3083907152942578
USA,PHL,1.1033138021046383,1.2214028480680084,1.2977305960075856
VNM,PHL,1.9715278008981116,2.2528207891995233,2.5790196516644395
ZAF,PHL,1.9101945623144467,2.106095456427024,2.3282981974774657
AUS,RoW,1.245346173081275,1.3586245567424033,1.4573948050722392
BRA,RoW,1.3515206942475495,1.4598473355512922,1.5856415711687448
CAN,RoW,1.400962562793077,1.4871852672221797,1.5676388353209028
CHL,RoW,2.0105541961679343,2.1503245006696607,2.290771130707638
CHN,RoW,1.3740765109791562,1.5009701893306613,1.642648552086793
COL,RoW,2.164384041684148,2.3502530064654525,2.5341683672260436
EU,RoW,1.0217841447179636,1.105614593056557,1.1632630730799238
IDN,RoW,2.256357010330412,2.5066341435670543,2.868545760277938
IND,RoW,2.545201151571887,2.8336208811682093,3.216842563380811
ISR,RoW,1.7460179404433875,1.8605741971202858,1.9911619551236504
JPN,RoW,0.9281572268615368,1.0205621452488174,1.0981004878134313
KOR,RoW,1.2500129980260608,1.3814902770218316,1.5100276932474712
MEX,RoW,2.1436092313145805,2.3681843046816247,2.5429831436622097
MYSG,RoW,1.5368565325470027,1.679773499248122,1.8294092970860778
NZL,RoW,1.754852156663052,1.8805358298007508,1.9804484728970622
PER,RoW,2.397005417011551,2.5634734373719668,2.8778511359521164
PHL,RoW,2.9346727017211767,3.260612743413933,3.578040411735778
RUS,RoW,1.8255175943952502,1.9754725899479133,2.1675305786253376
THA,RoW,2.2177898896054455,2.463284653456186,2.7119297822304125
TUR,RoW,1.72029793223129,1.8701289545832753,2.0740564111956408
USA,RoW,1.4228231905797342,1.5076536146581614,1.5584292696764792
VNM,RoW,2.92134427021497,3.3270036641080947,3.6700418960746095
ZAF,RoW,1.9004741307215935,2.0868083269345634,2.2407481998444165
AUS,RUS,1.4825309351741862,1.5882082012489551,1.7184538925419957
BRA,RUS,1.4226397173024468,1.5666934522723859,1.7160013245705898
CAN,RUS,1.4623718482024852,1.5988203320973466,1.7284926236727713
