i_iso3,j_iso3,q025,q500,q975
AUS,CAN,2.0593747047083992,2.1917373138752856,2.3287064659784273
BRA,CAN,2.3201237360632114,2.520942168396778,2.73813679086305
CHL,CAN,2.8197764671320895,3.038005541209319,3.2589806871777687
CHN,CAN,2.1049843374544865,2.3190146179906037,2.550484786660336
COL,CAN,3.5765522503902503,3.9706796302316847,4.380238808438301
EU,CAN,1.6951817148211934,1.8000316345358889,1.897852750713477
IDN,CAN,3.803160773620819,4.268393420389036,4.7061766363110005
IND,CAN,4.618223648191768,5.2698912894717616,5.958446616506098
ISR,CAN,2.573519782788735,2.781330366365446,2.9983262368009953
JPN,CAN,1.5025292462735138,1.6480612379663873,1.7946950596392686
KOR,CAN,2.1736722732032945,2.3765113683956613,2.599701790478096
MEX,CAN,2.3920108074764284,2.559016844708906,2.7365649554346323
MYSG,CAN,2.7075233682287205,3.0141019883381874,3.3353524191134074
NZL,CAN,2.8286426286762967,3.0223219418826837,3.224740063650254
PER,CAN,2.965543338130518,3.244594189154142,3.555310223969862
PHL,CAN,4.636107089685205,5.110650058605943,5.666359077853538
RoW,CAN,2.0963689566965127,2.2408505527293183,2.4142765626002216
RUS,CAN,3.893612720201264,4.183025438459902,4.510772885410123
THA,CAN,3.754417640044213,4.203380007725391,4.679902967567049
TUR,CAN,3.253681449252622,3.54118402221416,3.8437547883832015
USA,CAN,1.6387176887005697,1.701968918274273,1.7645886132314184
VNM,CAN,4.490184705886211,5.100861931436757,5.812670324459008
ZAF,CAN,3.005589027077369,3.3194097381310432,3.656877346620975
AUS,CHL,1.5753226561749865,1.6982021399374387,1.8335178712039408
BRA,CHL,1.3594304153993584,1.5130895292169897,1.653531946468651
CAN,CHL,1.5304967680645625,1.6417467826309562,1.7624905820238272
CHN,CHL,1.570626629473758,1.7367319734509783,1.9420363487091263
COL,CHL,1.8972423951405144,2.1255218911085043,2.3908460706899004
EU,CHL,1.3009910853317952,1.3948758858737493,1.48685012627477
IDN,CHL,2.981304045417795,3.360229195999604,3.7094906509575956
IND,CHL,3.553608896589555,4.084533745855301,4.655668878459876
ISR,CHL,2.083134246676995,2.2802670707079367,2.4866877513874206
JPN,CHL,1.132253435438017,1.2465137752645212,1.3713022162956032
KOR,CHL,1.51389056782452,1.6615630961978507,1.827322216724168
MEX,CHL,2.029011478354285,2.178963273530981,2.3575946811611264
MYSG,CHL,2.3918937539258924,2.6684676198179904,2.9748414218407913
NZL,CHL,2.4963298041165474,2.692815215047829,2.898518848127127
PER,CHL,1.969829301098045,2.1740481294764287,2.4120385965195106
PHL,CHL,4.134716933536667,4.61467521822084,5.16561021480471
RoW,CHL,1.5616077068451462,1.6890074502746,1.8395866766441853
RUS,CHL,3.735459670494401,4.051243682923939,4.44795782590931
THA,CHL,2.824106385862033,3.1627068905922835,3.5379168047530167
TUR,CHL,2.641177986859183,2.8884205060442802,3.163611770737612
USA,CHL,1.4737569012706266,1.5610644497863406,1.6514407571935579
VNM,CHL,3.7211231701149545,4.268156001164121,4.839313499645215
ZAF,CHL,2.814664292542348,3.131145111539251,3.46915842408855
AUS,CHN,1.0602084092101633,1.1725345244984342,1.2874442857968094
BRA,CHN,1.3597259931268522,1.5346557207516425,1.7106843707133348
CAN,CHN,1.4308787380963481,1.5734971216342635,1.7327082753723348
CHL,CHN,1.7462817040772676,1.9585259197955738,2.17003714368372
COL,CHN,2.769870184694938,3.1531729475241597,3.5793716200612344
EU,CHN,1.2546844159392236,1.3779828844353967,1.5200998580075926
IDN,CHN,2.287804698114819,2.625121640981794,2.973876641106884
IND,CHN,3.0944126599778023,3.6074798971013475,4.143659227387084
ISR,CHN,1.9046610182854165,2.121900956635413,2.3688634295057214
JPN,CHN,0.9634187611254396,1.0854369599366516,1.2269052217115888
KOR,CHN,1.3016004040028892,1.466357148749417,1.6434536163863065
MEX,CHN,2.425342798594567,2.688209550994432,2.975955405892668
MYSG,CHN,1.6141566706679045,1.8352637040006994,2.0804971139127213
NZL,CHN,1.8897771514195023,2.093453645147707,2.3085948665288964
PER,CHN,2.225445325193906,2.522874676656708,2.850951760778369
PHL,CHN,2.843158634474451,3.2159360101918715,3.6879103840629295
RoW,CHN,1.3681598542019553,1.523414426039114,1.6914598176324553
RUS,CHN,2.1355012820892942,2.380001654954838,2.652993784657696
THA,CHN,2.427132460146329,2.8032507727771248,3.2088435864219167
TUR,CHN,2.47031481551261,2.7708061601925196,3.1100657149447395
USA,CHN,1.6078372535984475,1.7564547241394994,1.9090083907836657
VNM,CHN,3.1019676311743214,3.584980610383586,4.16489137104227
ZAF,CHN,1.904326149347744,2.1535249261656766,2.4315714651840055
AUS,COL,1.9076182465369655,2.1194147211377743,2.3489925246500625
BRA,COL,1.3463420787844562,1.524352907726493,1.7202091610569081
CAN,COL,1.3472834348529072,1.4854271314060334,1.6443016864227313
CHL,COL,1.6898566686474827,1.8996715026996132,2.1201587076686224
CHN,COL,1.493983025482424,1.7050291286176908,1.9346382689991088
EU,COL,1.215626115257691,1.3516755680371113,1.4965446617067102
IDN,COL,2.7935206535905603,3.2430357023269982,3.691177322716608
IND,COL,3.0832677230346324,3.5900891669792445,4.173839318041117
ISR,COL,1.8053252528258146,2.024023960486643,2.2532325185779287
JPN,COL,1.1241070467019985,1.2653179938518198,1.4386081780435434
KOR,COL,1.5003543185949104,1.693483646179025,1.9230425274878635
MEX,COL,1.5943252783193782,1.7793328080300448,1.9929603967119298
MYSG,COL,2.054191920301443,2.356918842308885,2.664692073583307
NZL,COL,2.7378748529253807,3.054908354598914,3.4028597195548467
PER,COL,2.006611032545173,2.262421719665828,2.567584137202766
PHL,COL,4.254596779926846,4.819276453963404,5.517967925824611
RoW,COL,1.4764606952779773,1.6429251238497171,1.8290223411936724
RUS,COL,2.5952052509646095,2.9133406725901105,3.2825503349994487
THA,COL,2.693095753977516,3.0844356997406477,3.5502759751798387
TUR,COL,2.4430631579321527,2.7461799582352713,3.0904702128923294
USA,COL,1.3315195656095522,1.4591277698366865,1.6008201490476435
VNM,COL,3.3906807554355125,3.911307500048891,4.588258766981262
ZAF,COL,2.752125691493716,3.1235502723623787,3.5500550268953943
AUS,EU,1.8501973840193076,1.9668474635223694,2.083384553801571
BRA,EU,1.8939039406414975,2.0754174469404387,2.2574405108641202
CAN,EU,1.8147621749744232,1.918249623210435,2.0399892952492538
CHL,EU,2.517641602699295,2.7052655515766473,2.9158172688755593
CHN,EU,1.8987491872496725,2.09792092872899,2.308336950421555
COL,EU,2.9667944872742433,3.287315603204232,3.6579069571734646
IDN,EU,3.1345853901239753,3.487228745406708,3.861419472055377
IND,EU,3.707881465181826,4.2311948296075155,4.77714511989439
ISR,EU,2.051435208504294,2.2164663963724327,2.3882033336446407
JPN,EU,1.360174513618615,1.4807075026159402,1.6144150710587049
KOR,EU,1.94509095743643,2.1323565101087723,2.330123438135655
MEX,EU,2.9263759122755983,3.1310981125715855,3.360122906816396
MYSG,EU,2.2646749844323812,2.5037023842139594,2.7599970631721438
NZL,EU,2.5480190911969935,2.711632525016811,2.9141211557206015
PER,EU,3.1667077493695053,3.4601893990681365,3.819745677128844
PHL,EU,4.067721253019883,4.512452359160076,5.026450507765417
RoW,EU,1.7118008943360852,1.8392020656067531,1.9847357885444303
RUS,EU,2.2179705367055984,2.3919648238015467,2.5937169523929224
THA,EU,3.3684304859664085,3.7368253701003296,4.160498447287959
TUR,EU,2.274557708821663,2.48417378233885,2.7009762033542213
USA,EU,1.9805687046453957,2.062690153396365,2.154732188172791
VNM,EU,3.8186273552042196,4.3133779285912155,4.925245114259992
ZAF,EU,2.482925187201512,2.7291899507761475,3.035949552107459
AUS,IDN,0.9559029044136109,1.0576453036706095,1.1862059532498725
BRA,IDN,1.3083227855227253,1.4700754098230324,1.665415519146082
CAN,IDN,1.1458738237817065,1.2631735984837684,1.4131444901905639
CHL,IDN,1.7805888323669878,1.973624010743927,2.2228823750349034
CHN,IDN,1.2509393398109225,1.416256017321298,1.624030303983429
COL,IDN,2.9361087644382833,3.3432106732437123,3.8706067027964197
EU,IDN,1.092939027573613,1.208421606567589,1.3404823710195142
IND,IDN,2.292695214284564,2.6803511807982545,3.116677573467671
ISR,IDN,2.441941812218147,2.725825955165579,3.0857594842828315
JPN,IDN,0.7731602108661435,0.8761322050024598,0.9989749512096203
KOR,IDN,1.0472764464755675,1.1823907902937842,1.3425513440086756
MEX,IDN,2.2716126287543763,2.5325586355387784,2.851970475010751
MYSG,IDN,1.0423233889270884,1.1843059816376298,1.360760537285781
NZL,IDN,1.4597371865434632,1.6149141657447383,1.8146137210867233
PER,IDN,2.61360187892062,2.9537494510486315,3.3682766431668503
PHL,IDN,2.5050508068024167,2.8482613063265365,3.284138280797863
RoW,IDN,1.1881783029034296,1.3237144124240239,1.5031945946401832
RUS,IDN,2.0762193796421755,2.3087193858759694,2.621039770003874
THA,IDN,1.6873988070344434,1.942568140062725,2.2218689030623713
TUR,IDN,1.9115433970381714,2.130956394289357,2.4149926095689667
USA,IDN,1.3158162324048714,1.4395819222167843,1.5944553371197383
VNM,IDN,2.2168734143173463,2.578106395304259,3.0070723414344007
ZAF,IDN,1.768057303461823,2.0054126398005696,2.312555137516382
AUS,IND,0.7056235689461088,0.7966160476920272,0.9005157543610613
BRA,IND,1.0287554381958772,1.1867388323536416,1.3731769802389011
CAN,IND,0.9241526461090035,1.0448941692534395,1.1876759220832844
CHL,IND,1.09948129405907,1.255555590534633,1.431577882177366
CHN,IND,0.9641732992396712,1.1065744408773326,1.2819079138338496
COL,IND,1.590008004575974,1.8459846866235001,2.1494765750775247
EU,IND,0.7516737385115925,0.8461027185369542,0.967759965550284
IDN,IND,1.2417657938963653,1.4483243934045202,1.6852729814172032
ISR,IND,0.9973839915354249,1.138715864803082,1.3116938454427118
JPN,IND,0.7038860659176692,0.8043858388502795,0.9303406387434373
KOR,IND,0.8952424467974559,1.02940964556369,1.1963303472445788
MEX,IND,1.4501661169506264,1.6449749084369125,1.848887964401417
MYSG,IND,0.9832780082187376,1.1398923619589603,1.3216378507378095
NZL,IND,1.1787901762226611,1.3322241213564179,1.5291694729912557
PER,IND,1.6949931821507527,1.9480646645068775,2.245182034777826
PHL,IND,2.2996789621736684,2.66009853685244,3.097189925653952
RoW,IND,0.7553230109430776,0.8584069394359608,0.9904426741480088
RUS,IND,1.422398484122923,1.6124851554956128,1.88057441857046
THA,IND,1.5905501221790823,1.851808414067035,2.1624698057651175
TUR,IND,1.5240362121095126,1.7424534354220969,2.003427753532394
USA,IND,1.0152269288150615,1.132226837242495,1.283214793745215
VNM,IND,2.0578271207416603,2.4253494365611443,2.9086351158868426
ZAF,IND,1.092818158379283,1.2617953443834722,1.475368217562204
AUS,ISR,2.0755776853147454,2.238384494451759,2.422262222937991
BRA,ISR,2.383360313916019,2.6337718810237005,2.9158364564047865
CAN,ISR,2.09947180534678,2.2600018767898042,2.4301701817494057
CHL,ISR,3.2131216434628698,3.4954512158148674,3.812795842584005
CHN,ISR,2.1691817195511094,2.41371640428605,2.6913660966001154
COL,ISR,2.7038813199173943,3.020907140842536,3.382006945584133
EU,ISR,1.4157369389063699,1.5240141359640864,1.6387044439241505
IDN,ISR,4.079304537485027,4.633747428192226,5.161513560860288
IND,ISR,4.112964434110345,4.759596462218827,5.410201802651141
JPN,ISR,1.4312535863381293,1.5880425649198255,1.7485146627234571
KOR,ISR,1.9357736263009342,2.1498580698647802,2.3804586424077137
MEX,ISR,3.529641241137972,3.8306015185636864,4.145938178012572
MYSG,ISR,2.579070261013609,2.896382158048593,3.22537902971819
NZL,ISR,3.6078926612534272,3.9180985726643778,4.25980049117131
PER,ISR,4.9518835638313785,5.48621841921975,6.065415711806784
PHL,ISR,5.148240039677274,5.782368086608264,6.499721215403732
RoW,ISR,1.943309649378717,2.1165030165373717,2.298592291634678
RUS,ISR,2.986404641195156,3.2587289147059098,3.557476466977039
THA,ISR,3.5380572333474456,3.970964179935809,4.4595657796186154
TUR,ISR,2.2662483218083267,2.4836383392951564,2.7090925461506523
USA,ISR,1.982957975568966,2.1058396030819173,2.2423622584913465
VNM,ISR,4.755638879251957,5.4363805120683875,6.232059857531445
ZAF,ISR,2.4893024963738672,2.7740187866690817,3.093940275256744
AUS,JPN,1.731372734486814,1.8907020672454813,2.0728454340994102
BRA,JPN,2.5057677432076586,2.811712990799823,3.108535154159652
CAN,JPN,2.288725639284507,2.493342026668314,2.723860314861522
CHL,JPN,2.7623606905070215,3.037243552409754,3.359984144848106
CHN,JPN,2.427718426244426,2.743026941023203,3.080929614732255
COL,JPN,4.9068250891290734,5.59434142488505,6.310576733955142
EU,JPN,2.147647864269448,2.3275847653369537,2.534194803509572
IDN,JPN,3.304412354816889,3.7745232351398945,4.260076968908931
IND,JPN,5.466798118176476,6.346363237156895,7.23839512581621
ISR,JPN,3.3886935025579765,3.736080676867424,4.135856127864054
KOR,JPN,2.319396770449929,2.5876464436711015,2.864253099202309
MEX,JPN,4.0796761916545705,4.488582344127124,4.910968497241064
MYSG,JPN,2.6668192777005517,3.0021139693528256,3.3753367542784187
NZL,JPN,3.020195282350248,3.2979035817949125,3.6177097698916074
PER,JPN,3.9587406359024033,4.430206777290691,5.001336755087624
PHL,JPN,4.390814381786893,5.024750718117498,5.676563894897332
RoW,JPN,2.2686668705551427,2.479568550902634,2.739325585236713
RUS,JPN,3.6408709576032896,4.008083860809069,4.431262659936208
THA,JPN,3.817901580032927,4.333102193838233,4.945055785463101
TUR,JPN,4.962593012105782,5.482653967615629,6.051563444658021
USA,JPN,2.572158327371052,2.773906149948038,2.9874903001746556
VNM,JPN,4.72879538346048,5.362541828234164,6.1856776136822935
ZAF,JPN,3.387592302016354,3.818065208942478,4.332388065515402
AUS,KOR,1.1857936504978905,1.284972602715122,1.4052178110050504
BRA,KOR,1.7105553692552966,1.90620345637109,2.132570420335483
CAN,KOR,1.5724178672755844,1.7085058829251472,1.8578522588155613
CHL,KOR,1.9753481268382618,2.1671381950078503,2.3679714000355365
CHN,KOR,1.6809846040733343,1.8754152363742702,2.1026987344361556
COL,KOR,3.3707838405869137,3.8284793877917105,4.286832078116607
EU,KOR,1.4079178298963286,1.533605413274683,1.6722686968770113
IDN,KOR,2.275845763856258,2.5879039885970405,2.915853585751729
IND,KOR,3.331287526095995,3.862616387525906,4.42044063897822
ISR,KOR,2.202871723329942,2.4259642004738895,2.6858987279374866
JPN,KOR,1.0129303913432002,1.1199407159865518,1.245084202716744
MEX,KOR,2.636615883313574,2.901782755679009,3.189999328820236
MYSG,KOR,1.8085178919392977,2.034998501325741,2.301105993134706
NZL,KOR,2.0694265910884515,2.2657017535470803,2.4737219526500622
PER,KOR,2.514263630353967,2.8156145767298435,3.158325075039356
PHL,KOR,3.184830674801009,3.5551572741740474,4.0079780311835655
RoW,KOR,1.4543617423088069,1.5972509564297597,1.7589438117592724
RUS,KOR,2.3441061445141798,2.5822960578051637,2.8634676888131336
THA,KOR,2.887182554676321,3.290066424594216,3.72213003800538
TUR,KOR,2.8153066100571205,3.128096434724241,3.4452858931602965
USA,KOR,1.6992033440830487,1.8273937359981134,1.9589876896840632
VNM,KOR,3.221914164888352,3.699866140148758,4.260187796225042
ZAF,KOR,2.321481561899211,2.590691017476299,2.911012508064543
AUS,MEX,1.4534235169522185,1.56228589110678,1.6794909941264378
BRA,MEX,1.4801279531124707,1.6210753796866733,1.772924292078586
CAN,MEX,1.1771811545353483,1.2596394078168993,1.3493446195719287
CHL,MEX,1.7533274147048992,1.9026247423709355,2.0552294122943477
CHN,MEX,1.350940127697019,1.4925736117107569,1.6537330161898425
COL,MEX,2.290431821995388,2.5672066342425657,2.868239192364922
EU,MEX,1.120729021414464,1.1993144391058448,1.27889774959671
IDN,MEX,2.49887946484976,2.8248342500108055,3.1464589855490632
IND,MEX,3.0133264947267873,3.4040182359003746,3.8589529897218116
ISR,MEX,1.7223124232396712,1.8695123210724052,2.0312919636400446
JPN,MEX,0.9298491143711863,1.0232323668764627,1.1247808747148085
KOR,MEX,1.2485289314957628,1.3789844954563977,1.5223069404085954
MYSG,MEX,1.6027702298605673,1.7917104030487814,2.001592633676468
NZL,MEX,1.9115738944837029,2.0532282808146243,2.225362624825709
PER,MEX,2.480495100025098,2.7288641592873564,3.0109238134357534
PHL,MEX,2.784395794827277,3.0953375789543958,3.459117985262629
RoW,MEX,1.5369127055242924,1.6616561842699569,1.7925490215010833
RUS,MEX,2.508073823053435,2.7250394428793987,2.9504153031622367
THA,MEX,2.4173443958514578,2.698038686239257,2.9926329055413703
TUR,MEX,2.5174235981252973,2.765682271309551,3.0193938205347894
USA,MEX,1.0653707736237537,1.123733366454071,1.1830563272580796
VNM,MEX,3.0541064618847225,3.4957566396524093,3.9689379173762616
ZAF,MEX,2.0673864948679737,2.3089629790974593,2.5739630052677787
AUS,MYSG,1.1106135827553214,1.217235205235927,1.331355724872401
BRA,MYSG,1.4104693638125,1.5738560272671134,1.75616831863487
CAN,MYSG,1.4462725951875468,1.583206444465746,1.7336213631506252
CHL,MYSG,2.2448358147897567,2.4721732869077986,2.7259790048314274
CHN,MYSG,1.3541451585812327,1.5198064296478055,1.7058463488211122
COL,MYSG,2.4320568573181935,2.728099054193951,3.113672772279667
EU,MYSG,1.0541942428674076,1.1557890697579052,1.2634114938249053
IDN,MYSG,1.633943196065535,1.864636209580659,2.096484257984926
IND,MYSG,2.285502849294758,2.6369951916634413,3.0250282376990945
ISR,MYSG,1.706246853505669,1.8791879709743056,2.0873698872014557
JPN,MYSG,0.8214862027076357,0.9148773279571839,1.0224297259255322
KOR,MYSG,1.140644886768593,1.292776681035321,1.4366949070454975
MEX,MYSG,2.197612797717114,2.430141835921307,2.692747875758876
NZL,MYSG,1.565430623360058,1.7211430121694158,1.8908210031444468
PER,MYSG,3.6235572514318477,4.052795130297662,4.576188928277319
PHL,MYSG,2.2211859860057386,2.5281792832800285,2.851252071097332
RoW,MYSG,1.185396699662561,1.3068086878758443,1.4530620819315427
RUS,MYSG,2.1561983043913426,2.3824829969872487,2.6338023582466414
THA,MYSG,1.8200289607718574,2.0675506980630485,2.366571257719641
TUR,MYSG,2.087434356259645,2.3162953898800307,2.575931261751473
USA,MYSG,1.3029634618447117,1.410262280996174,1.5279478328513796
VNM,MYSG,2.4964126335569508,2.8720920668398593,3.3358997053381136
ZAF,MYSG,1.9137524068829979,2.157450236409087,2.456962721753604
AUS,NZL,1.2870559001372477,1.3839948351181626,1.4799288090753833
BRA,NZL,2.647737757014901,2.9132865573826585,3.204587631433357
CAN,NZL,1.8890257604311025,2.0153640468897316,2.1570128127936923
CHL,NZL,3.0911022362904785,3.341822451561381,3.6072893053524635
CHN,NZL,2.0097644750399626,2.215257664068288,2.452133310706805
COL,NZL,4.516596444125226,5.067416463950735,5.685039886536749
EU,NZL,1.5837194597978044,1.6970602504486592,1.8028012077811797
IDN,NZL,3.0014895013020673,3.387700334145461,3.739134526123563
IND,NZL,4.362190308652319,5.042307954295754,5.701128419422457
ISR,NZL,2.4624099217990447,2.6818849881901605,2.9223431770344312
JPN,NZL,1.3641649782249887,1.490848799878743,1.6304264545216014
KOR,NZL,1.9311267999680843,2.1200655631037733,2.3233551249767634
MEX,NZL,3.2429116196874803,3.5204413102148404,3.7801956173833093
MYSG,NZL,1.9335036099978034,2.1429024825906424,2.3786091176626316
PER,NZL,4.060150647806593,4.441372816742374,4.902632943430629
PHL,NZL,4.185841386625624,4.655090612674422,5.178830783574606
RoW,NZL,1.9789606010984895,2.1404122557924765,2.324169468114928
RUS,NZL,2.8318019973468136,3.06218475310184,3.33394283788958
THA,NZL,3.0413671685248014,3.3958763253600672,3.793950670145022
TUR,NZL,3.2243435238389337,3.5085437636656893,3.827975572589621
USA,NZL,2.0553513110775867,2.169369278740738,2.2758769669692485
VNM,NZL,4.102816202945899,4.674737319646171,5.3151363036635715
ZAF,NZL,3.142087903282173,3.5093626056440828,3.8985498559482537
AUS,PER,1.5102782755779003,1.6692199279605697,1.8139620336543845
BRA,PER,1.205910386020715,1.352997510557284,1.508361318579612
CAN,PER,1.2696536556725406,1.3880963421454022,1.514235104071194
CHL,PER,1.3902597052946262,1.5344241947010984,1.694078607034675
CHN,PER,1.358482117228816,1.533791017469392,1.7263325560912772
COL,PER,1.5894889618586883,1.8103669857684634,2.0374745645120216
EU,PER,1.1568234273131959,1.2703209262308162,1.3850659282546356
IDN,PER,2.4314548613211144,2.774231973191457,3.1325238609375106
IND,PER,2.7684653178104845,3.1919415262880824,3.6541822667309467
ISR,PER,1.7732558597618762,1.9650345362120052,2.176881009571494
JPN,PER,1.0042930505664018,1.1216647727032196,1.2549998091906869
KOR,PER,1.2818780164607981,1.444140789098837,1.6234434199880474
MEX,PER,1.703532471069027,1.8781111270888728,2.0602565697637987
MYSG,PER,1.8700721415913262,2.1292054480467644,2.3992723395783697
NZL,PER,1.8726728124172587,2.0704009013045015,2.26498442201389
PHL,PER,3.7069033655330292,4.180852543235522,4.710226273384843
RoW,PER,1.2781431780043153,1.4109474174959875,1.5581416574957554
RUS,PER,2.0121119248009744,2.224110335067108,2.4796404192701496
THA,PER,2.350835419407092,2.674851244675726,3.0564610957438765
TUR,PER,1.8317579411789269,2.0587672106335875,2.2793525643899866
USA,PER,1.2644338222340499,1.377415967968693,1.484186650670345
VNM,PER,3.168335809113441,3.672460885739509,4.214034918318108
ZAF,PER,2.2441892746487673,2.546298140339836,2.865506185064931
AUS,PHL,0.8836361042851102,0.9798462678601925,1.0890264008578407
BRA,PHL,1.1482633124188166,1.3036852587718544,1.4686664124865214
CAN,PHL,1.0640881791773604,1.1828480638836687,1.3059927031255616
CHL,PHL,1.4865109564505385,1.6727127729861535,1.8758398407772348
CHN,PHL,1.136324125200745,1.3012167877569225,1.4687888669927354
COL,PHL,2.769766143067247,3.1640033767525466,3.5835173447725817
EU,PHL,0.9547991924144501,1.0601670615156749,1.173962394685172
IDN,PHL,1.4646191967648012,1.695535955514369,1.9212336524447735
IND,PHL,2.2836908776868183,2.674489591326546,3.08325711189957
ISR,PHL,1.4023366507844144,1.573406640136299,1.7703115063652741
JPN,PHL,0.6800871914592138,0.7718256853135765,0.8854900767135427
KOR,PHL,0.9280040652895296,1.049667934358229,1.1723497807140295
MEX,PHL,2.286012803734645,2.5722489060238387,2.8550570278911325
MYSG,PHL,1.040001169540841,1.1814116249535613,1.3519318226471242
NZL,PHL,1.180522012803548,1.312690158470196,1.4556794590880497
PER,PHL,1.8119663812140296,2.0411355300890426,2.328828036249448
RoW,PHL,1.0441324897607944,1.1640328371229667,1.3021880271782154
RUS,PHL,1.5925681329908958,1.7888353907624364,2.003859578763831
THA,PHL,1.5451530052280857,1.7567985963374055,2.0065290884530316
TUR,PHL,1.8546497867200653,2.0881685038268483,2.3328885282656815
USA,PHL,1.1066048371206934,1.2191219821741868,1.3292827907327944
VNM,PHL,1.93307690448033,2.237301179847659,2.5915555858669497
ZAF,PHL,1.8359819499674228,2.093699961725215,2.3844924859667738
AUS,RoW,1.2784880336673257,1.3729706001094062,1.4783583061873689
BRA,RoW,1.3305276107069737,1.4680225848226822,1.6023368258665134
CAN,RoW,1.3942576009376353,1.5057570312399808,1.610213041799257
CHL,RoW,1.9830927927417032,2.1585899901184016,2.332480110093154
CHN,RoW,1.3577647370990396,1.504817072102465,1.6707807360919698
COL,RoW,2.0896761994864406,2.3281649496548953,2.5906161775744487
EU,RoW,1.016797359378451,1.0918789018868666,1.1684318338729636
IDN,RoW,2.2223978067848957,2.5244816559761523,2.8206248899668367
IND,RoW,2.462336508407053,2.8453017689213373,3.2308981170382753
ISR,RoW,1.6750323234460476,1.8210463796277097,1.9776507915429644
JPN,RoW,0.9289679076135346,1.0286388811933649,1.1280656016423318
KOR,RoW,1.2648691179280935,1.3957552604045356,1.5335113558264057
MEX,RoW,2.1734962446813446,2.337233092770125,2.5271259541798163
MYSG,RoW,1.4809172496890655,1.6628325164005227,1.8490878505223347
NZL,RoW,1.7574210111085231,1.9116785659749498,2.063149351198731
PER,RoW,2.3365616738883297,2.583860777952946,2.8512459472934832
PHL,RoW,2.9283028837081875,3.287594520185159,3.667969041672554
RUS,RoW,1.7902241797010257,1.9382642757311377,2.106645017819238
THA,RoW,2.1920719034941167,2.4583322183671905,2.760529917340392
TUR,RoW,1.6887916946862243,1.8569987524657958,2.0264649300706497
USA,RoW,1.4328542359663803,1.5164796224210826,1.6019740449561357
VNM,RoW,2.8929447020064405,3.2937196257621553,3.764869202272971
ZAF,RoW,1.8083156030929899,2.027251079792283,2.256188171345536
AUS,RUS,1.4736052394256518,1.6015381811910734,1.7284499032990128
BRA,RUS,1.432187004048242,1.587244428731223,1.7534884342974792
CAN,RUS,1.497643043074082,1.6146298429283639,1.7356794870257812
