i_iso3,j_iso3,year,tau,tauAlt
KOR,MEX,2011,1.3724128956808566,1.0450629628539734
MYSG,MEX,2011,1.7728076508428026,1.3229069455962483
NZL,MEX,2011,2.02311680042123,1.1951556695817835
PER,MEX,2011,2.723430612481153,1.6726472986311813
PHL,MEX,2011,3.0805507620444295,2.026177737123059
RoW,MEX,2011,1.6721712962491775,1.287094670021903
RUS,MEX,2011,2.7355253597973492,1.7134316073175222
THA,MEX,2011,2.6709661562227835,1.8627708042236917
TUR,MEX,2011,2.7331491846838896,1.6010951223712704
USA,MEX,2011,1.1370660758420144,1.0076487805757801
VNM,MEX,2011,3.400554891804842,2.25652654398288
ZAF,MEX,2011,2.3002612201313535,1.4347320164644106
AUS,MYSG,2011,1.2208150698248466,0.8815015871880426
BRA,MYSG,2011,1.5653577066301594,1.0842028657853422
CAN,MYSG,2011,1.576409723776917,1.0458454349082713
CHL,MYSG,2011,2.4550448152671764,1.486307514985749
CHN,MYSG,2011,1.5161657358020357,1.2623454724943959
COL,MYSG,2011,2.7362196728644776,1.6626855168909536
EU,MYSG,2011,1.1521230078363331,0.9513000196004221
IDN,MYSG,2011,1.900716216058734,1.537294757431389
IND,MYSG,2011,2.637131245763417,2.107395837842837
ISR,MYSG,2011,1.8833386600795563,1.1784640012148864
JPN,MYSG,2011,0.9147442374539188,0.7317369470968078
KOR,MYSG,2011,1.2912487973080202,1.0418864135492778
MEX,MYSG,2011,2.406525603171146,1.6196027365671
NZL,MYSG,2011,1.708045159616978,1.1175956573746035
PER,MYSG,2011,4.01510912336282,2.104636059633148
PHL,MYSG,2011,2.5193336519615435,1.882019854056314
RoW,MYSG,2011,1.3230968694738383,1.1619608311090166
RUS,MYSG,2011,2.388763932520789,1.6568947343642477
THA,MYSG,2011,2.098694143427509,1.6936358275344923
TUR,MYSG,2011,2.3183978266827583,1.5026346452441737
USA,MYSG,2011,1.399493555009481,1.1431867385020476
VNM,MYSG,2011,2.870952978694207,2.141365683793876
ZAF,MYSG,2011,2.1627951078632237,1.4539678704908219
AUS,NZL,2011,1.3897795278922094,1.1113909073375094
BRA,NZL,2011,2.8965739997261988,1.7831761124979026
CAN,NZL,2011,2.015644322125377,1.3896744671981842
CHL,NZL,2011,3.343795857702329,2.0514931637216898
CHN,NZL,2011,2.206204909206997,1.787938518776114
COL,NZL,2011,5.049872528511765,2.7308023886947574
EU,NZL,2011,1.6793665803310298,1.3486876484887742
IDN,NZL,2011,3.4136433068101337,2.4140724498320045
IND,NZL,2011,5.00422720080559,3.4527305784500664
ISR,NZL,2011,2.6694800443407196,1.6273124981851907
JPN,NZL,2011,1.4897413085271034,1.1100221534040084
KOR,NZL,2011,2.116598082787946,1.5748545382713839
MEX,NZL,2011,3.4930863174816627,2.3149147001892723
MYSG,NZL,2011,2.1536566632720424,1.7608209242907953
PER,NZL,2011,4.428632176076936,2.545002302024471
PHL,NZL,2011,4.66679113308628,2.9851951369396335
RoW,NZL,2011,2.1365231490802197,1.7374553461221443
RUS,NZL,2011,3.0749295667436254,2.2124607401925616
THA,NZL,2011,3.3946828612328606,2.5454851424317533
TUR,NZL,2011,3.4722057847562193,2.1596026014862972
USA,NZL,2011,2.1544954350302015,1.6935583877083278
VNM,NZL,2011,4.633822259350393,3.1922386235186093
ZAF,NZL,2011,3.5061966146189376,2.211617437100648
AUS,PER,2011,1.6674366644141152,1.0180217281715422
BRA,PER,2011,1.3734720496414485,1.014208912153508
CAN,PER,2011,1.3919416411357077,0.9550551787516935
CHL,PER,2011,1.5549844570109919,1.1509659247740203
CHN,PER,2011,1.5157413571535443,1.2113213496685058
COL,PER,2011,1.8371888732029502,1.3396144031023602
EU,PER,2011,1.2685882421794592,0.9813506897749101
IDN,PER,2011,2.7519084539582983,1.7981132720986328
IND,PER,2011,3.1557220335154423,2.2356878989310554
ISR,PER,2011,1.9625083598772979,1.1604714547298265
JPN,PER,2011,1.1174869111998647,0.7884766726443393
KOR,PER,2011,1.43067181257544,1.0605418117232346
MEX,PER,2011,1.8768636515221815,1.3962817653117188
MYSG,PER,2011,2.1062983047019257,1.4423511940196012
NZL,PER,2011,2.031407406133781,1.1964240414151697
PHL,PER,2011,4.158386266267687,2.3577933966514903
RoW,PER,2011,1.4331580392087258,1.1800970687334107
RUS,PER,2011,2.2428575315476853,1.5359195214767902
THA,PER,2011,2.6477962126894123,1.8429629418642153
TUR,PER,2011,2.0656125576660664,1.376105863918442
USA,PER,2011,1.3781470410284458,1.1141020420178664
VNM,PER,2011,3.5660659484424064,2.306112039732634
ZAF,PER,2011,2.5458296684902093,1.5518708316558738
AUS,PHL,2011,0.9654006367163724,0.6619352712391526
BRA,PHL,2011,1.2699818923211423,0.8166580814515453
CAN,PHL,2011,1.1667985555730793,0.7592090733462858
CHL,PHL,2011,1.6255746852603272,0.9797907094047973
CHN,PHL,2011,1.291927110954411,1.0065956704129557
COL,PHL,2011,3.138392543586098,1.5777586105918429
EU,PHL,2011,1.0566454488903128,0.7903207258186432
IDN,PHL,2011,1.6865257850884332,1.2464366380320848
IND,PHL,2011,2.6612212393514776,1.8458593544989503
ISR,PHL,2011,1.5756625695976145,0.9161411376664765
JPN,PHL,2011,0.7714225356466985,0.584962334592635
KOR,PHL,2011,1.0459330794310626,0.810593019597377
MEX,PHL,2011,2.534865171683126,1.446433370167946
MYSG,PHL,2011,1.1834766855675054,0.9604993004704016
NZL,PHL,2011,1.2850345821559848,0.834181163159553
PER,PHL,2011,1.9884565289162415,1.1809433946845844
RoW,PHL,2011,1.1566881323984057,0.9386942186755179
RUS,PHL,2011,1.7915466216632916,1.2422264092523914
THA,PHL,2011,1.7558779357663898,1.3400422109101484
TUR,PHL,2011,2.0608526133477176,1.2187279563256446
USA,PHL,2011,1.2045612805572576,0.91454557914405
VNM,PHL,2011,2.2328298101492763,1.6182035619429203
ZAF,PHL,2011,2.0809348387354007,1.2476904130062034
AUS,RoW,2011,1.3668365135123202,0.9165794381030878
BRA,RoW,2011,1.4729448234181888,1.0552663690214081
CAN,RoW,2011,1.4998507311831935,1.0135916917582402
CHL,RoW,2011,2.1743068717592102,1.3936707005611737
CHN,RoW,2011,1.5183201602948753,1.2516546027428581
COL,RoW,2011,2.369394488705567,1.5549630811862398
EU,RoW,2011,1.1050753669469675,0.9277788481820397
IDN,RoW,2011,2.56410177511486,1.7705774411297273
IND,RoW,2011,2.878882755251304,2.193528394551908
ISR,RoW,2011,1.8426721012059826,1.1457523933094889
JPN,RoW,2011,1.0268913223435634,0.7697525853073368
KOR,RoW,2011,1.4054581948372191,1.076781949504322
MEX,RoW,2011,2.36139473055132,1.601966464219918
MYSG,RoW,2011,1.6804221385744251,1.3176808728016483
NZL,RoW,2011,1.879129011670317,1.1596889657822518
PER,RoW,2011,2.6052447921078064,1.6849005418312106
PHL,RoW,2011,3.2947007171559783,2.1512882617974305
RUS,RoW,2011,1.9759489689106344,1.4890379743958486
THA,RoW,2011,2.483556341887445,1.8260833934789547
TUR,RoW,2011,1.8836440074240872,1.3455809073202407
USA,RoW,2011,1.5149290942844356,1.1861768886431192
VNM,RoW,2011,3.3171413247728476,2.282704733111346
ZAF,RoW,2011,2.051283352690395,1.4186934443315917
