i_iso3,j_iso3,year,tau,tauAlt
DNK,DEU,2011,1.602574233269036,1.1685088852969894
ELL,DEU,2011,2.4611558031204375,1.7552198222448299
ESP,DEU,2011,1.9641368758698272,1.4716502225032884
FIN,DEU,2011,1.9585866702709025,1.3540503739537217
FRA,DEU,2011,1.5564258000477127,1.2528452875821143
GBR,DEU,2011,1.7889243596411182,1.4086094755717549
GRC,DEU,2011,2.5116013732586264,1.6015158396038434
HUN,DEU,2011,2.1182455217264544,1.6606240185769632
IDN,DEU,2011,3.3398595419956583,2.264181614452495
IND,DEU,2011,4.1917003681768135,3.005830396558893
IRL,DEU,2011,1.8975983368874583,1.3682803910618118
ISR,DEU,2011,2.2870645893639034,1.4530083004094143
ITA,DEU,2011,1.5958097624361762,1.253115022205592
JPN,DEU,2011,1.3975136459639748,1.0218841804407157
KOR,DEU,2011,2.0822784193054087,1.4942210024371028
MEX,DEU,2011,3.0241851572087737,2.0660254999414223
MYSG,DEU,2011,2.3832068641542503,1.7898147307321481
NZL,DEU,2011,2.6036302670483256,1.5337789252016594
PER,DEU,2011,3.206675030555132,2.024023293358253
PHL,DEU,2011,4.128603128363478,2.713676898566729
POL,DEU,2011,2.3051014594517345,1.8103421890072897
PRT,DEU,2011,2.391267573643425,1.6366803425127878
ROU,DEU,2011,2.6316748718430034,1.8890413322545727
RoW,DEU,2011,1.8856302090054355,1.58580906236265
RUS,DEU,2011,2.565335815695067,1.9365790381719215
SVK,DEU,2011,1.9747059627975205,1.5321631508546418
SVN,DEU,2011,2.184594948966728,1.580199073911223
SWE,DEU,2011,1.6415425565847745,1.2075604567464935
THA,DEU,2011,3.6873083410888685,2.5347682919509724
TUR,DEU,2011,2.3844101317023485,1.7245120991354121
USA,DEU,2011,2.0087334550446254,1.5688064557472796
VNM,DEU,2011,4.0280848541537795,2.8346995304361604
ZAF,DEU,2011,2.621321696170109,1.8031865485513827
AUS,DNK,2011,2.6260000063145554,1.6308994141986304
AUT,DNK,2011,2.3318278882480157,1.699547260141836
BGR,DNK,2011,4.2100461234576425,2.7605142145297163
BNL,DNK,2011,1.504252358851155,1.4213700529423035
BRA,DNK,2011,2.871183374368329,1.9028675079793729
CAN,DNK,2011,2.4930889578592654,1.6779366055986462
CHL,DNK,2011,3.473788255298503,2.198597589576953
CHN,DNK,2011,2.5161350154736106,2.022546242263355
COL,DNK,2011,3.5603185238602078,2.41217205149142
CYP,DNK,2011,3.304447557741255,2.1885437358245947
CZE,DNK,2011,2.6415237177514492,2.0029722883773853
DEU,DNK,2011,1.6449591604010587,1.4604669206641683
ELL,DNK,2011,2.4452672090097214,1.936962805734491
ESP,DNK,2011,2.5793138523853365,1.8854255668760826
FIN,DNK,2011,2.11945412461393,1.5723836413531103
FRA,DNK,2011,2.096387121318078,1.6238530825716657
GBR,DNK,2011,2.0928801242278445,1.6986524503368299
GRC,DNK,2011,3.1811330480889035,2.032685148527996
HUN,DNK,2011,3.0214758231019805,2.2322220679564806
IDN,DNK,2011,4.336859619202747,2.8881270758990607
IND,DNK,2011,5.001250147211187,3.6642088980738836
IRL,DNK,2011,2.3598764123568787,1.7037465641269465
ISR,DNK,2011,3.0955245423448523,1.9008748911306756
ITA,DNK,2011,2.0688168999835903,1.5976596977588957
JPN,DNK,2011,2.1370794120466896,1.4212108632737168
KOR,DNK,2011,2.7961687327147104,1.9349105936932811
MEX,DNK,2011,4.291471219232641,2.7678018419340145
MYSG,DNK,2011,3.341755540909474,2.3602358944812787
NZL,DNK,2011,2.8300796860033626,1.7968916040477294
PER,DNK,2011,4.38827725271488,2.73767862819636
PHL,DNK,2011,6.250513545932331,3.731135477255006
POL,DNK,2011,2.834036917117373,2.236477002462168
PRT,DNK,2011,2.995386703930948,2.038443126979243
ROU,DNK,2011,3.9904587195550385,2.6247830814936246
RoW,DNK,2011,2.304186063562987,1.9508818049626289
RUS,DNK,2011,3.223855871041323,2.419547002420301
SVK,DNK,2011,2.719224290721801,2.0153405824295896
SVN,DNK,2011,2.955817547562166,2.076018792524298
SWE,DNK,2011,1.5051272953529673,1.2870617558636706
THA,DNK,2011,4.215910974325182,3.039486132104967
TUR,DNK,2011,3.0602798802277635,2.1897266184660986
USA,DNK,2011,2.7411460536560384,2.0569179383702454
VNM,DNK,2011,5.035183577144809,3.5287602503490745
ZAF,DNK,2011,3.7291253755237226,2.425697201278631
AUS,ELL,2011,2.0255486080189304,1.1996396930102844
AUT,ELL,2011,1.5598908287159892,1.152805708096297
BGR,ELL,2011,2.783741322442262,1.8538537791019896
BNL,ELL,2011,1.051029074353183,0.981391268998793
BRA,ELL,2011,2.077877896462879,1.3364135992161403
CAN,ELL,2011,1.731701750580249,1.172878189984441
CHL,ELL,2011,2.6722781160841644,1.5978825242219756
CHN,ELL,2011,1.8043776837094905,1.4292487179956384
COL,ELL,2011,3.8454161136642866,2.071731099790757
CYP,ELL,2011,1.7400857179045248,1.2904436466016085
CZE,ELL,2011,1.7086655552218597,1.3266364805572473
DEU,ELL,2011,1.1854146648720119,1.0265377384724133
DNK,ELL,2011,1.2293258855663156,0.9423961218061285
ESP,ELL,2011,1.7581111403894594,1.2820942227212437
FIN,ELL,2011,1.218814201971078,0.9830386873220216
FRA,ELL,2011,1.4690718707099113,1.1291018064718588
GBR,ELL,2011,1.5915261244625216,1.231707391550122
GRC,ELL,2011,2.2901210140388626,1.4186409696266844
HUN,ELL,2011,1.8793254091447917,1.4509897348947995
IDN,ELL,2011,3.0905013341018117,2.0298764128177167
IND,ELL,2011,3.774431896141091,2.6489507115514423
IRL,ELL,2011,1.8370090271324977,1.24957528351452
ISR,ELL,2011,1.9410964277655294,1.2395887569036372
ITA,ELL,2011,1.3786668183665884,1.0781941927759673
JPN,ELL,2011,1.3346378476611904,0.9235417452874738
KOR,ELL,2011,1.8024871845037587,1.2862514287703053
MEX,ELL,2011,2.9911269027666676,1.9136136886393253
MYSG,ELL,2011,2.293520399600313,1.6194036667222975
NZL,ELL,2011,2.4651781484933393,1.4000893774583645
PER,ELL,2011,3.930081231670679,2.1558583192119003
PHL,ELL,2011,4.468587973672066,2.6278731615130018
POL,ELL,2011,1.6683126784889315,1.4182372901620945
PRT,ELL,2011,2.3797131307405865,1.515068309815457
ROU,ELL,2011,2.6203091917978325,1.7534859175619772
RoW,ELL,2011,1.4776710178431327,1.292252282763376
RUS,ELL,2011,1.536549144796227,1.3726689497696893
SVK,ELL,2011,1.7629824227928708,1.3428082771229648
SVN,ELL,2011,1.9450933736927762,1.3875863582550791
SWE,ELL,2011,1.1415532746781272,0.9331939105645333
THA,ELL,2011,3.0956879412630234,2.145492207105602
TUR,ELL,2011,2.137191038268506,1.5155065339280596
USA,ELL,2011,1.8838453032871119,1.4026394166208889
VNM,ELL,2011,3.90304664733007,2.58775580281284
ZAF,ELL,2011,2.7460726341979957,1.7205262182739107
AUS,ESP,2011,1.936577258369137,1.198554517801567
AUT,ESP,2011,1.9952707735095647,1.3715877590509287
BGR,ESP,2011,3.2338281380990646,2.0544902921590467
BNL,ESP,2011,1.3165842412075057,1.1575009124012858
BRA,ESP,2011,1.935190283164894,1.3201402046281097
CAN,ESP,2011,2.00933443159376,1.287953517875549
CHL,ESP,2011,2.3032703496576663,1.5137398783640552
CHN,ESP,2011,2.060932491134782,1.588333517291973
COL,ESP,2011,2.8694174945065276,1.8749475818315275
CYP,ESP,2011,3.442932070365282,1.9267241164109519
CZE,ESP,2011,2.269580472771848,1.6151143729433957
DEU,ESP,2011,1.446149306405822,1.1899761761034657
DNK,ESP,2011,1.7489904905005689,1.1871441988402938
ELL,ESP,2011,2.6228086927030394,1.7604755116804935
FIN,ESP,2011,2.1175217958906982,1.3645212955662596
FRA,ESP,2011,1.4654943084459466,1.1749327889331262
GBR,ESP,2011,1.8157778496159789,1.374893598909423
GRC,ESP,2011,2.536926791190262,1.5644452226749965
HUN,ESP,2011,2.508601000539491,1.7701860947296746
IDN,ESP,2011,3.0422457123161712,2.0749455655385725
IND,ESP,2011,4.088578031165148,2.876307221730954
IRL,ESP,2011,1.934113429354841,1.3362946140664222
ISR,ESP,2011,2.1810741540425376,1.3779578281840348
ITA,ESP,2011,1.5562358450176947,1.2024905120199756
JPN,ESP,2011,1.5609154736400745,1.0490616751315782
KOR,ESP,2011,2.2197650570912506,1.4934195027063684
MEX,ESP,2011,2.558836500958384,1.8191319916346134
MYSG,ESP,2011,2.7488205462891435,1.8603159837368144
NZL,ESP,2011,2.6997101175892513,1.5103956599720287
PER,ESP,2011,2.8096329845459738,1.847274189544427
PHL,ESP,2011,4.923948277552375,2.8562857073680172
POL,ESP,2011,2.707816875241907,1.9154711923779637
PRT,ESP,2011,1.820492095829503,1.3726940878294955
ROU,ESP,2011,2.9905606340858544,1.9480757296744398
RoW,ESP,2011,1.7329023929961154,1.4633142822094054
RUS,ESP,2011,2.590795335986289,1.8902123207819757
SVK,ESP,2011,2.28961716467196,1.6148927067344234
SVN,ESP,2011,2.793328514756284,1.7521248223547217
SWE,ESP,2011,1.7697625526428107,1.2254865761221216
THA,ESP,2011,3.6810005406592,2.4446671369412236
TUR,ESP,2011,2.416225743976115,1.6870185922939478
USA,ESP,2011,2.0770647149340142,1.5405068733191785
VNM,ESP,2011,3.943584672944534,2.7224969118767155
ZAF,ESP,2011,2.6876777740514384,1.7593400010399356
AUS,FIN,2011,2.1518496426976363,1.4036509496803227
AUT,FIN,2011,2.1963317126871056,1.5657417594802225
BGR,FIN,2011,4.502977770920737,2.716073548598708
BNL,FIN,2011,1.3835037292139292,1.288223356061694
BRA,FIN,2011,2.3169035940780143,1.5855747226657524
CAN,FIN,2011,1.9744240071422354,1.373247638641298
CHL,FIN,2011,2.711793692466279,1.7649171037573335
CHN,FIN,2011,2.5731045498902265,1.9591720798197765
COL,FIN,2011,4.144358571836724,2.473887467587594
CYP,FIN,2011,3.5834876118276706,2.1244950586850684
CZE,FIN,2011,2.525075107736495,1.8588276676512514
DEU,FIN,2011,1.609836318427274,1.3691330380358027
DNK,FIN,2011,1.6107910724218455,1.2333700749787093
ELL,FIN,2011,2.002629122244117,1.6616940565870906
ESP,FIN,2011,2.4717119692681053,1.7481934463927995
FRA,FIN,2011,2.0008799862799407,1.5022779855287527
GBR,FIN,2011,2.1400867633138687,1.6318321142473304
GRC,FIN,2011,2.6496281706557943,1.7269728099774804
HUN,FIN,2011,3.1561217572261215,2.1683674707790574
IDN,FIN,2011,4.3255933464862215,2.7379637305604323
IND,FIN,2011,4.688645597997152,3.3622037689222473
IRL,FIN,2011,2.232658868921864,1.5502012571471835
ISR,FIN,2011,2.7483965156556787,1.6956778031857056
ITA,FIN,2011,2.025549631416207,1.5040915577810334
JPN,FIN,2011,1.9179102857225385,1.2750332024283904
KOR,FIN,2011,2.45780925752392,1.7273368142710135
MEX,FIN,2011,4.137640212975385,2.570487782165037
MYSG,FIN,2011,3.035327056998141,2.126444255231483
NZL,FIN,2011,3.484802772633691,1.8998645073826452
PER,FIN,2011,3.1515920035926683,2.073731029401919
PHL,FIN,2011,6.565311238910081,3.6479265565113215
POL,FIN,2011,2.8985519904418826,2.1527224843707846
PRT,FIN,2011,2.604186104268222,1.7447861877550903
ROU,FIN,2011,3.878584690381516,2.441947332480649
RoW,FIN,2011,2.315783996124381,1.8664136454971694
RUS,FIN,2011,2.2501434425858196,1.908016678775789
SVK,FIN,2011,2.8023145979498185,1.9479339184877944
SVN,FIN,2011,3.101528558878509,2.0130156018359933
SWE,FIN,2011,1.385131869831807,1.168744927348203
THA,FIN,2011,4.4021910823059,2.929444648730588
TUR,FIN,2011,3.073385113335515,2.0658420655543672
USA,FIN,2011,2.4882361236468298,1.8425910847458307
VNM,FIN,2011,5.517752514290045,3.529164891872511
ZAF,FIN,2011,2.689657230497222,1.8620479957563774
AUS,FRA,2011,2.2511345073587528,1.377561802193118
AUT,FRA,2011,2.0489839988068788,1.4542685845761252
BGR,FRA,2011,3.625225524574444,2.323651172298588
BNL,FRA,2011,1.2874747273975355,1.1983924385114657
BRA,FRA,2011,2.2489914033541463,1.4901575909361817
CAN,FRA,2011,2.0920475538668386,1.3939318962815568
CHL,FRA,2011,2.908034757662984,1.8415458796254778
CHN,FRA,2011,2.194436197776938,1.7276121434442615
COL,FRA,2011,4.018479101062779,2.3491478552232135
CYP,FRA,2011,3.6204800843609166,2.074035516604347
CZE,FRA,2011,2.3431999981420146,1.7194766950137932
DEU,FRA,2011,1.466136559205389,1.2584578732568126
DNK,FRA,2011,1.9309539787066181,1.308746756930803
ELL,FRA,2011,2.6987974372230474,1.8709278207224735
ESP,FRA,2011,1.8659383196864028,1.46066200054693
FIN,FRA,2011,2.2703812276812165,1.48798274281276
GBR,FRA,2011,1.9114340267526195,1.4791982411273064
GRC,FRA,2011,2.835068082492199,1.7378155848120453
HUN,FRA,2011,2.6571681268615697,1.907774714350021
IDN,FRA,2011,3.7918777124088447,2.4777517739140804
IND,FRA,2011,4.465626096942597,3.1617475220148807
IRL,FRA,2011,2.0279483686313413,1.4366724137404816
ISR,FRA,2011,2.4914895500918517,1.545701697103931
ITA,FRA,2011,1.64014166841168,1.2979473064586244
JPN,FRA,2011,1.5841771586358495,1.1093968859110415
KOR,FRA,2011,2.253313028050143,1.5830671610789155
MEX,FRA,2011,3.6566230031285656,2.3227693578729336
MYSG,FRA,2011,2.6384313200919753,1.9231942515844833
NZL,FRA,2011,2.8415673337767693,1.6353301216097833
PER,FRA,2011,4.2486944489638905,2.444411419290938
PHL,FRA,2011,5.0156356721397914,3.0549874002600617
POL,FRA,2011,2.7621395933386075,2.019364297203864
PRT,FRA,2011,2.3474652304616006,1.6406438993147572
ROU,FRA,2011,2.9555001179278535,2.036341203039759
RoW,FRA,2011,1.9457091078353006,1.6348473077642207
RUS,FRA,2011,2.835834591585892,2.078699380680235
SVK,FRA,2011,2.3162847301464047,1.6984810032638666
SVN,FRA,2011,2.572332568365262,1.7583820871471831
SWE,FRA,2011,1.8429386483318542,1.3129923617751287
THA,FRA,2011,3.9601362939529103,2.670698439012885
TUR,FRA,2011,2.630576087565481,1.8537916933269503
USA,FRA,2011,2.1455683432803183,1.6527371129221051
VNM,FRA,2011,4.4428780076802,3.0405291097879394
ZAF,FRA,2011,3.2427113863138874,2.0427309287427065
AUS,GBR,2011,1.609006006665456,1.1083433097678643
AUT,GBR,2011,1.9203545302933733,1.3434386613837161
BGR,GBR,2011,3.646227263193069,2.224116264343996
BNL,GBR,2011,1.183571397724682,1.0962004795460825
BRA,GBR,2011,2.0517572609004797,1.3741970712274598
CAN,GBR,2011,1.5359267833496957,1.1500184994880958
CHL,GBR,2011,2.7968202967529066,1.7018801153903331
CHN,GBR,2011,1.9451810603195907,1.5415365237779846
COL,GBR,2011,3.0940871801468557,1.9495206729433987
CYP,GBR,2011,2.5461329939051245,1.6365404458779065
CZE,GBR,2011,2.1527630789651684,1.5761979934067087
DEU,GBR,2011,1.3964007431822878,1.1714752026556854
DNK,GBR,2011,1.510004289930169,1.0974138852921373
ELL,GBR,2011,2.4079304390239566,1.6819739153139577
ESP,GBR,2011,1.8631744640359884,1.389214316036607
FIN,GBR,2011,1.9223913179192502,1.302396377424867
FRA,GBR,2011,1.5453558805161638,1.207380429860349
GRC,GBR,2011,2.517260685639743,1.5560898144296915
HUN,GBR,2011,2.394577316876154,1.7319837844637194
IDN,GBR,2011,3.3996823507894205,2.2186464275356044
IND,GBR,2011,3.7789472291061457,2.7609337016539164
IRL,GBR,2011,1.5977887536940951,1.2008973946770418
ISR,GBR,2011,1.980399063869118,1.3172662736101943
ITA,GBR,2011,1.6399931229512341,1.2362159971493645
JPN,GBR,2011,1.3669870378861613,0.9811481765661195
KOR,GBR,2011,2.0870338688681875,1.4505251651917244
MEX,GBR,2011,3.016102731426448,2.0147774040975195
MYSG,GBR,2011,2.357584841202768,1.722034803297919
NZL,GBR,2011,2.2490453431257382,1.3825121019352962
PER,GBR,2011,3.8390860351038234,2.1939999193998045
PHL,GBR,2011,4.4187718353909915,2.709827076883371
POL,GBR,2011,2.4830534073305284,1.8310623966488875
PRT,GBR,2011,2.385657971853049,1.5850809561390038
ROU,GBR,2011,2.967484892149673,1.9544293455591688
RoW,GBR,2011,1.754005852856004,1.476222349055541
RUS,GBR,2011,2.6606973621866303,1.9201133042769416
SVK,GBR,2011,2.2585945139692805,1.6056801141666226
SVN,GBR,2011,2.691343671403287,1.7167128092377508
SWE,GBR,2011,1.5672173677946493,1.1501514390211895
THA,GBR,2011,3.3989065111565706,2.3443344524979612
TUR,GBR,2011,2.334404832433837,1.6602315640563332
USA,GBR,2011,1.8556547806895454,1.4655068170375005
VNM,GBR,2011,3.927769426340717,2.7109791702680055
ZAF,GBR,2011,2.355010157147362,1.6802575639770938
AUS,GRC,2011,2.6832814326806633,1.514657920723882
AUT,GRC,2011,2.063217485648499,1.4594496228291585
BGR,GRC,2011,2.502324390239884,1.9046322626408667
BNL,GRC,2011,1.3582316149254408,1.2307564950147447
BRA,GRC,2011,2.54921713178538,1.6078167482952734
CAN,GRC,2011,2.4773199412105487,1.5254592369370636
CHL,GRC,2011,2.8953686422996427,1.8469692598848906
CHN,GRC,2011,2.3031258972216064,1.7733487348398127
COL,GRC,2011,4.0400214002592545,2.3502162430887963
CYP,GRC,2011,1.7227952998888183,1.400313545591831
CZE,GRC,2011,2.6440044313491047,1.8321862554259525
DEU,GRC,2011,1.587743183130475,1.3075455655101356
DNK,GRC,2011,1.758110753154048,1.2440270462439957
ELL,GRC,2011,3.236892258018901,2.0656222847626817
ESP,GRC,2011,2.0594612449221947,1.532840592086999
FIN,GRC,2011,2.257302873367179,1.4907309225076242
FRA,GRC,2011,1.7403755808379315,1.342217793769039
GBR,GRC,2011,2.0594375132604386,1.5391761017216645
HUN,GRC,2011,2.696248288151564,1.9092456598607312
IDN,GRC,2011,3.8011106418064355,2.45996311307975
IND,GRC,2011,4.335659991728249,3.1224112387789753
IRL,GRC,2011,2.242960732638824,1.5193236600927904
ISR,GRC,2011,2.2036338571112153,1.447873633765634
ITA,GRC,2011,1.5997537166491542,1.2744569126323746
JPN,GRC,2011,1.8151853650085747,1.1927935909822651
KOR,GRC,2011,2.0170953193077765,1.4910858102201807
MEX,GRC,2011,3.9272093697686694,2.3764135103348605
MYSG,GRC,2011,3.051594869112476,2.054210137472265
NZL,GRC,2011,2.725163590578096,1.6026829913843514
PER,GRC,2011,4.22585125900944,2.403326648325966
PHL,GRC,2011,5.228115259030637,3.1075151041945364
POL,GRC,2011,2.900855403576188,2.0759706361465655
PRT,GRC,2011,2.7805046459097507,1.7917179030827577
ROU,GRC,2011,2.7339388306233023,1.9428280536521827
RoW,GRC,2011,1.8747244008064317,1.6011471569711935
RUS,GRC,2011,2.3671329647709207,1.8916572507259337
SVK,GRC,2011,2.606499133789702,1.8106755706923368
SVN,GRC,2011,2.7005054488185642,1.7973141814802738
SWE,GRC,2011,1.9781606409945875,1.3612636374775968
THA,GRC,2011,4.226361980247777,2.768690242339201
TUR,GRC,2011,2.366038744408106,1.7529564214054165
USA,GRC,2011,2.468991679647216,1.7667631562946935
VNM,GRC,2011,4.888301756891613,3.2096898432774794
ZAF,GRC,2011,3.3884710346839517,2.0982561379664793
AUS,HUN,2011,2.321415032922566,1.2730440980313134
AUT,HUN,2011,1.1728991491097709,0.9699584625454978
BGR,HUN,2011,2.4538343962699005,1.6887753228976181
BNL,HUN,2011,1.0541298648078272,0.9680567811047555
BRA,HUN,2011,2.142994447236715,1.3314919444218423
CAN,HUN,2011,1.5385969269804722,1.0791892709062552
CHL,HUN,2011,3.0999158773303956,1.6609195031670159
CHN,HUN,2011,1.6876831786358681,1.3659325107946492
COL,HUN,2011,3.474415034842121,1.948729572298875
CYP,HUN,2011,2.0669937148293918,1.3807151576647763
CZE,HUN,2011,1.4815947400492153,1.2013246115286151
DEU,HUN,2011,1.0433567224341145,0.9384975394202446
DNK,HUN,2011,1.4020835482674594,0.9917918472310775
ELL,HUN,2011,2.1415120497999736,1.4854940538868402
ESP,HUN,2011,1.664473917551991,1.237294415432928
FIN,HUN,2011,1.6862832762557765,1.1406770610134893
FRA,HUN,2011,1.3435388836714375,1.0553786637516624
GBR,HUN,2011,1.6059138827077373,1.2139021959391736
GRC,HUN,2011,2.125026142040405,1.3356229064662206
IDN,HUN,2011,3.3309533644856137,2.0963531379484968
IND,HUN,2011,3.830394542084343,2.6478755875280333
IRL,HUN,2011,1.7325162410185464,1.1870882080028775
ISR,HUN,2011,1.92033984376651,1.2173313401386596
ITA,HUN,2011,1.30947890723018,1.0312419973952327
JPN,HUN,2011,1.1909865611554247,0.8567514697403861
KOR,HUN,2011,1.5150801819389097,1.1590071757606941
MEX,HUN,2011,2.433364040452717,1.6805337857886755
MYSG,HUN,2011,1.8965107820718217,1.4528380897238056
NZL,HUN,2011,2.604242140620415,1.3984609578223477
PER,HUN,2011,5.244769279018098,2.4973826531306904
PHL,HUN,2011,3.2326946989355414,2.187252475483928
POL,HUN,2011,1.759001620333845,1.4253930666787358
PRT,HUN,2011,2.1728811259157865,1.4243919625624601
ROU,HUN,2011,1.7716440893479755,1.3945251549996842
RoW,HUN,2011,1.6421904608962758,1.3460024616386062
RUS,HUN,2011,1.7127782472531983,1.4237876561222595
SVK,HUN,2011,1.3029221577951722,1.1175685937495614
SVN,HUN,2011,1.5758959685384295,1.212776036131548
SWE,HUN,2011,1.3698707989585786,1.001176360253334
THA,HUN,2011,3.1206344366973133,2.1405979290010837
TUR,HUN,2011,2.1700156131376884,1.5034761088387874
USA,HUN,2011,1.821593494695429,1.355727791971992
VNM,HUN,2011,4.498222590400387,2.7644803458398446
ZAF,HUN,2011,2.7522125533412503,1.7145796072599218
AUS,IDN,2011,1.0502879760434924,0.7349201446666769
AUT,IDN,2011,1.7263929128869673,1.061082987073093
BGR,IDN,2011,3.3147668097286798,1.7616037582152135
BNL,IDN,2011,1.2779557029689563,0.9472583331177638
BRA,IDN,2011,1.4416118840776406,0.9384474768693672
CAN,IDN,2011,1.252469258893764,0.8298178447500857
CHL,IDN,2011,1.9361354864355695,1.1553901347304014
CHN,IDN,2011,1.4098593426170174,1.1046505606142911
COL,IDN,2011,3.3004531009546985,1.6836386897206659
CYP,IDN,2011,2.5254109602149293,1.3688765792552722
CZE,IDN,2011,2.4128040394553882,1.3879245424920152
DEU,IDN,2011,1.370091669995308,0.9628210944777048
DNK,IDN,2011,1.697135105172672,0.9774899688244517
ELL,IDN,2011,2.4640210349928937,1.3938053966476036
ESP,IDN,2011,1.977120452418969,1.1971211588235993
FIN,IDN,2011,1.7558027813949875,1.042246945059922
FRA,IDN,2011,1.495414160898023,0.9926267818550201
GBR,IDN,2011,1.6942856101475494,1.0996877600422994
GRC,IDN,2011,2.2995310933474387,1.2301327665308661
HUN,IDN,2011,2.287155775960974,1.4176162222129258
IND,IDN,2011,2.6765373307534337,1.9357036693130658
IRL,IDN,2011,2.0830304158060753,1.151481030927677
ISR,IDN,2011,2.6911305737891698,1.3003860347574976
ITA,IDN,2011,1.5811474207382437,1.0158581245215235
JPN,IDN,2011,0.8708534133191932,0.6507971188721177
KOR,IDN,2011,1.1796562272480722,0.9011104939912543
MEX,IDN,2011,2.487334555719408,1.4994356193209566
MYSG,IDN,2011,1.1910719661507558,1.0091794165180978
NZL,IDN,2011,1.5815414110211423,0.9720704955447087
PER,IDN,2011,2.934552338046922,1.5754928223633051
PHL,IDN,2011,2.8380756597608356,1.8226175071996156
POL,IDN,2011,2.897258784697174,1.6525799224242972
PRT,IDN,2011,2.6438947037378746,1.398802892311472
ROU,IDN,2011,3.225548848866595,1.6897806822820067
RoW,IDN,2011,1.3170750383279837,1.0534191376706292
RUS,IDN,2011,2.308485272218687,1.475688275859621
SVK,IDN,2011,2.850465393379901,1.5275829669701062
SVN,IDN,2011,2.577996082450029,1.4000356560055978
SWE,IDN,2011,1.4194774089881952,0.9088057481592102
THA,IDN,2011,1.9252267377631735,1.4691534316460992
TUR,IDN,2011,2.1120097673016485,1.2999641907719892
USA,IDN,2011,1.4134266180202069,1.0407537150427213
VNM,IDN,2011,2.559531205465736,1.8138314851529918
ZAF,IDN,2011,1.9880497876519585,1.2544163975214524
AUS,IND,2011,0.8000211959663466,0.553310975711508
AUT,IND,2011,1.2941737329627598,0.7882194278451252
BGR,IND,2011,2.4634342393786035,1.3080732506057016
BNL,IND,2011,0.8501268740365452,0.6697283986408142
BRA,IND,2011,1.1841073606655954,0.7383240192380788
CAN,IND,2011,1.0306258955010776,0.646053158336965
CHL,IND,2011,1.2336955013991124,0.7641770334723869
CHN,IND,2011,1.1182048540352678,0.8442135731989965
COL,IND,2011,1.8611072092279526,1.072117987703069
CYP,IND,2011,1.9382685180806438,1.0305002698399777
CZE,IND,2011,1.5821968291594604,0.9644899109579065
DEU,IND,2011,0.966840136646792,0.6957877516130786
DNK,IND,2011,1.2317685276809067,0.7154824488594712
ELL,IND,2011,1.5127680749857249,0.9355743556392009
ESP,IND,2011,1.4230481656664453,0.8738622109893769
FIN,IND,2011,1.2533882048156608,0.7557757964030364
FRA,IND,2011,1.171899720123397,0.7564515912255243
GBR,IND,2011,1.1438334344588248,0.7812792749602957
GRC,IND,2011,1.8787496290713488,0.9664358395263465
HUN,IND,2011,1.8419237870717335,1.0928929488905978
IDN,IND,2011,1.4540609558963684,1.0343866830362496
IRL,IND,2011,1.503656164710542,0.836539706474538
ISR,IND,2011,1.1379834249721459,0.7070883835130454
ITA,IND,2011,1.1199859498081144,0.7328802576537232
JPN,IND,2011,0.8034872808052569,0.5374209701772612
KOR,IND,2011,1.0268328885136897,0.7240227317454797
MEX,IND,2011,1.6492559611726643,1.0362615565173785
MYSG,IND,2011,1.1379266693907797,0.850552530683026
NZL,IND,2011,1.3147532572439147,0.7573922213840972
PER,IND,2011,1.925584153648827,1.0880709790392586
PHL,IND,2011,2.6609714940913425,1.5163180182050022
POL,IND,2011,2.0317624136631807,1.1871473534493446
PRT,IND,2011,1.9151778003088955,1.0247009287169624
ROU,IND,2011,2.1036675270138785,1.174750198620879
RoW,IND,2011,0.8693741382230005,0.7355677856648551
RUS,IND,2011,1.6144735038039852,1.0648594332273498
SVK,IND,2011,1.9297887618826293,1.070752066991005
SVN,IND,2011,1.814307776864214,1.0079001620982977
SWE,IND,2011,1.0972380714477563,0.6884697200407653
THA,IND,2011,1.8474294157122446,1.2431343015791327
TUR,IND,2011,1.723908013275668,1.0167208717961795
USA,IND,2011,1.1267202787976984,0.7974107345962831
VNM,IND,2011,2.42111127224392,1.5461952312368874
ZAF,IND,2011,1.2705473600240482,0.8785992175346582
AUS,IRL,2011,2.273394847637376,1.4143076751160812
AUT,IRL,2011,2.30847807246767,1.5829519179807023
BGR,IRL,2011,4.528631480294075,2.6589250046138493
BNL,IRL,2011,1.383664238229424,1.2710706958044133
BRA,IRL,2011,2.475143778142425,1.6223948521331057
CAN,IRL,2011,2.15469315040603,1.4574747263699175
CHL,IRL,2011,3.297950677354866,2.005923249786867
CHN,IRL,2011,2.3700654415832707,1.832900331835754
COL,IRL,2011,3.4783404041561745,2.230570945313552
CYP,IRL,2011,3.501515908466825,2.045377305031883
CZE,IRL,2011,2.674370151793115,1.8894452361885583
DEU,IRL,2011,1.6663289596912807,1.3744236026115717
DNK,IRL,2011,1.7048957513704632,1.2576688222177463
ELL,IRL,2011,2.788962768115932,1.9333562155500041
ESP,IRL,2011,2.2905256791495567,1.650026192089272
FIN,IRL,2011,2.453463697545995,1.5854049870313511
FRA,IRL,2011,1.8261532020598352,1.4092627373257083
GBR,IRL,2011,1.4332085641805925,1.2867697094416342
GRC,IRL,2011,3.204377677897,1.8893767726146393
HUN,IRL,2011,3.08159590215745,2.114036832735831
IDN,IRL,2011,4.1564004949369435,2.635903054850458
