i_iso3,j_iso3,year,tau,tauAlt
DEU,BGR,2011,1.10629131544697,0.9241588908972198
DNK,BGR,2011,1.4186622655030012,0.9536539830460659
ELL,BGR,2011,1.9197202843039058,1.3452075926648406
ESP,BGR,2011,1.2180827717794689,0.9519513015927464
FIN,BGR,2011,1.6989766583570767,1.0995920898772071
FRA,BGR,2011,1.314177957764607,0.9955770420573932
GBR,BGR,2011,1.568251636818496,1.141935077067403
GRC,BGR,2011,1.214313177662932,0.9500842467916917
HUN,BGR,2011,1.5124911563980235,1.207938028833332
IDN,BGR,2011,3.012639598396612,1.8830074450892686
IND,BGR,2011,3.7176910226078927,2.461825344700801
IRL,BGR,2011,1.7172917344319214,1.1280601297008888
ISR,BGR,2011,1.4496488630476032,0.9945924380460364
ITA,BGR,2011,1.1696249925301767,0.9266736356076846
JPN,BGR,2011,1.418379503488344,0.8957548351649636
KOR,BGR,2011,1.7412095084194523,1.1846153311887282
MEX,BGR,2011,2.952233434587657,1.720032430499106
MYSG,BGR,2011,2.197307272839016,1.4829950741232414
NZL,BGR,2011,2.5614485096358184,1.3369164831183926
PER,BGR,2011,2.053320485354333,1.3631044471457365
PHL,BGR,2011,3.7908235112096684,2.2775251203300786
POL,BGR,2011,1.881031632982367,1.4073021238803
PRT,BGR,2011,1.9574732370856929,1.252622884007692
ROU,BGR,2011,1.4923567362275534,1.211690493740949
RoW,BGR,2011,1.361128805195517,1.14291699754456
RUS,BGR,2011,1.5072724507422925,1.2753924314741385
SVK,BGR,2011,1.4915563240546452,1.1522542279052534
SVN,BGR,2011,1.5842655558483023,1.1624255381906297
SWE,BGR,2011,1.4140165188194713,0.9806238024278611
THA,BGR,2011,3.3708765117460895,2.1015743544746885
TUR,BGR,2011,1.5082488515289294,1.1790557728890156
USA,BGR,2011,1.9299560990334201,1.3333623273703974
VNM,BGR,2011,3.863199416560377,2.4220598354948875
ZAF,BGR,2011,2.657654325144922,1.5971197651134668
AUS,BNL,2011,1.7133621811258624,1.1589029473905144
AUT,BNL,2011,1.8981862705944146,1.382694914750593
BGR,BNL,2011,3.063813608834644,2.114183829264019
BRA,BNL,2011,1.7337224499095336,1.2906637956210467
CAN,BNL,2011,1.7564684720908512,1.2577032180619687
CHL,BNL,2011,2.2321814564239104,1.5679628330058197
CHN,BNL,2011,1.9421417152835156,1.605371035551128
COL,BNL,2011,2.7502045385064258,1.8993468890798455
CYP,BNL,2011,2.569168750997434,1.71098460282749
CZE,BNL,2011,2.055442662335063,1.5918782186740654
DEU,BNL,2011,1.2913145538051127,1.165238070824463
DNK,BNL,2011,1.6351168914778298,1.1868403142575923
ELL,BNL,2011,2.240754913605861,1.6866473058898788
ESP,BNL,2011,1.8999472399297963,1.4559210508028337
FIN,BNL,2011,1.780031994202041,1.2956743910945645
FRA,BNL,2011,1.4270735425205379,1.2020566220370361
GBR,BNL,2011,1.5846066577093547,1.32908113657149
GRC,BNL,2011,2.5219754776107477,1.616654188843399
HUN,BNL,2011,2.430025768013388,1.7998453134220382
IDN,BNL,2011,3.042903534995202,2.170069739614453
IND,BNL,2011,3.777970767335829,2.8682399883988303
IRL,BNL,2011,1.60805374434679,1.2620805167699094
ISR,BNL,2011,1.8730370884401224,1.317555353282841
ITA,BNL,2011,1.6434589201717993,1.2858616857674419
JPN,BNL,2011,1.3081578496380848,0.9930130030914598
KOR,BNL,2011,2.086602994454347,1.5025311517574735
MEX,BNL,2011,2.8225228389342503,1.9930276112082987
MYSG,BNL,2011,2.0945681995980086,1.6813729125684187
NZL,BNL,2011,2.3386166378035296,1.4535355348982748
PER,BNL,2011,3.0638599607890504,2.016212722709185
PHL,BNL,2011,3.9169607595640668,2.6359286587637887
POL,BNL,2011,2.470305864830915,1.8876339372938982
PRT,BNL,2011,2.270192683369947,1.6028014177250456
ROU,BNL,2011,2.8563773325421637,1.9810004700222588
RoW,BNL,2011,1.7214947074669322,1.5123085117044777
RUS,BNL,2011,2.1301330220062407,1.766764634998516
SVK,BNL,2011,2.2386907455843916,1.6538196608702656
SVN,BNL,2011,2.5687850670163512,1.737886822013886
SWE,BNL,2011,1.5033322550356993,1.1673438389287907
THA,BNL,2011,3.3177318139405814,2.4140972244397263
TUR,BNL,2011,2.399835225674889,1.7430117387465032
USA,BNL,2011,1.8117617776619357,1.4939537734620307
VNM,BNL,2011,3.9459623767563143,2.8074727758150266
ZAF,BNL,2011,2.3992511957311935,1.7238468551123614
AUS,BRA,2011,2.1260414961742695,1.3362624323865655
AUT,BRA,2011,2.4190005507282315,1.5768817590946547
BGR,BRA,2011,5.036633343193931,2.726926475850339
BNL,BRA,2011,1.8698889236333982,1.4511414831671725
CAN,BRA,2011,2.0316387329857553,1.3600983659053318
CHL,BRA,2011,2.4309099050939684,1.6693491916783993
CHN,BRA,2011,2.2195104857801073,1.7142156449639192
COL,BRA,2011,3.399724303202086,2.144021172552765
CYP,BRA,2011,5.94171659140217,2.6832556961326697
CZE,BRA,2011,3.297688368686231,2.0478209287847973
DEU,BRA,2011,1.8825047992339559,1.424929158890886
DNK,BRA,2011,2.272432974463896,1.4217745273503577
ELL,BRA,2011,3.947006401238784,2.3087394240087757
ESP,BRA,2011,2.527665451309808,1.7018022621644817
FIN,BRA,2011,2.607734147846537,1.5917898906417771
FRA,BRA,2011,2.181562310204996,1.512423765355926
GBR,BRA,2011,2.5017703001515654,1.6982138642519324
GRC,BRA,2011,3.7257255066897605,1.976141476675329
HUN,BRA,2011,3.781383391219433,2.286989080557994
IDN,BRA,2011,3.7053685045856732,2.420489772341391
IND,BRA,2011,4.32754038672607,3.0832852582120567
IRL,BRA,2011,2.840563394679362,1.719522827826566
ISR,BRA,2011,2.451565583240307,1.5021120016276455
ITA,BRA,2011,2.125900609084184,1.4821204848064462
JPN,BRA,2011,1.5922474770624249,1.0952118750785464
KOR,BRA,2011,1.9607467392349884,1.4492084428377559
MEX,BRA,2011,2.935435514906904,2.0554969238278202
MYSG,BRA,2011,2.7531517883097503,1.9358710128823804
NZL,BRA,2011,3.9344430425712456,1.9856529271469967
PER,BRA,2011,3.510792394916271,2.2357753359433308
PHL,BRA,2011,5.378645935583437,3.1343811073011056
POL,BRA,2011,4.097887220341153,2.46688610881062
PRT,BRA,2011,2.929669436371615,1.8128792559740847
ROU,BRA,2011,4.361678161758902,2.4955984498112485
RoW,BRA,2011,2.0138108750034154,1.6490351379586445
RUS,BRA,2011,3.325538330607232,2.1941633864559296
SVK,BRA,2011,3.5396670174063947,2.11354821494363
SVN,BRA,2011,3.91906851109144,2.1899772158218935
SWE,BRA,2011,2.1427643871753483,1.4152785469654483
THA,BRA,2011,3.9238500633395623,2.635113676496191
TUR,BRA,2011,3.300478246252056,2.047542626330655
USA,BRA,2011,2.0690267605304036,1.6046870104895887
VNM,BRA,2011,5.050479580625976,3.2103012707181553
ZAF,BRA,2011,3.44740769128255,2.135953145294035
AUS,CAN,2011,2.1620601530766135,1.404843735937566
AUT,CAN,2011,2.650162071660179,1.760824021887837
BGR,CAN,2011,5.010381744286686,2.922649909881146
BNL,CAN,2011,2.016930781280466,1.6081527502458401
BRA,CAN,2011,2.5107956498431565,1.698122459945685
CHL,CAN,2011,3.0089005112089806,1.9990629993602116
CHN,CAN,2011,2.293529491920145,1.8666264901302176
COL,CAN,2011,3.982276261240208,2.4684316531597226
CYP,CAN,2011,5.007725050521005,2.5487872296891156
CZE,CAN,2011,3.7271303231585864,2.314384549917825
DEU,CAN,2011,2.094987790057833,1.6060444760991486
DNK,CAN,2011,2.3100274104551644,1.5277697972177633
ELL,CAN,2011,3.250337505248306,2.191648498773162
ESP,CAN,2011,2.9801379402935,1.9708339014670784
FIN,CAN,2011,2.5526340049822216,1.6811767550461996
FRA,CAN,2011,2.341914869777354,1.6678882054660957
GBR,CAN,2011,2.3242517957432254,1.738151414874739
GRC,CAN,2011,3.520908022872299,2.0575171148491793
HUN,CAN,2011,3.9325598504113195,2.4807544807627284
IDN,CAN,2011,4.167625806122505,2.7392221320005614
IND,CAN,2011,5.183010576935611,3.5896968717605144
IRL,CAN,2011,2.7705093248528474,1.795984944213997
ISR,CAN,2011,2.740243983091733,1.7050155376543648
ITA,CAN,2011,2.331874958309362,1.644228903059754
JPN,CAN,2011,1.6334706245016348,1.1951257934314963
KOR,CAN,2011,2.3563364012441026,1.7187769853589687
MEX,CAN,2011,2.5515331790212143,2.027078710246896
MYSG,CAN,2011,2.97278114158989,2.1456262964041914
NZL,CAN,2011,2.9556851716229056,1.7852948433341664
PER,CAN,2011,3.2400003858360686,2.2862782666281904
PHL,CAN,2011,5.04957711421764,3.227084360607471
POL,CAN,2011,3.8639427863442957,2.5674733487859958
PRT,CAN,2011,3.638385149101319,2.1836542241415313
ROU,CAN,2011,4.310777913218293,2.602216537973057
RoW,CAN,2011,2.2421848494337664,1.8562458951056822
RUS,CAN,2011,4.196841442242861,2.6926701106685478
SVK,CAN,2011,3.575249526080843,2.2523305793615522
SVN,CAN,2011,3.94951361884458,2.3367996251446543
SWE,CAN,2011,2.3103678297637744,1.5732272735647381
THA,CAN,2011,4.146578656018725,2.8766547149128443
TUR,CAN,2011,3.4886069536078597,2.2523196463120434
USA,CAN,2011,1.7142478065310047,1.5444071664926988
VNM,CAN,2011,4.947585255040121,3.3723290202325975
ZAF,CAN,2011,3.277915126525317,2.150956707607697
AUS,CHL,2011,1.690610451109025,1.1161746748243526
AUT,CHL,2011,2.0606104653976263,1.3519082019604483
BGR,CHL,2011,4.1370718588103,2.321960565590264
BNL,CHL,2011,1.5930479148975627,1.2493780001179045
BRA,CHL,2011,1.511329131333288,1.1647907712036503
CAN,CHL,2011,1.631369251003746,1.1367159741624158
CHN,CHL,2011,1.6961917781376332,1.395144893565651
COL,CHL,2011,2.1430800355845556,1.580509726808482
CYP,CHL,2011,4.369917367276898,2.150561167513231
CZE,CHL,2011,3.070368995727198,1.8500615004738672
DEU,CHL,2011,1.5749556368129767,1.2177147573325116
DNK,CHL,2011,1.8825600771962931,1.2077581838010272
ELL,CHL,2011,3.3613206849900354,1.9700382682016988
ESP,CHL,2011,1.9669562018694369,1.397984862398399
FIN,CHL,2011,1.9070877806012816,1.269398923735386
FRA,CHL,2011,1.7839319788985215,1.273131505708222
GBR,CHL,2011,1.912414452819063,1.3793416003876366
GRC,CHL,2011,3.4029221830025778,1.7829010357561828
HUN,CHL,2011,3.594039328472812,2.074063748968861
IDN,CHL,2011,3.3075907266017412,2.1561928554525345
IND,CHL,2011,4.011939610321961,2.7724293809785183
IRL,CHL,2011,2.4556922632849676,1.487944037883348
ISR,CHL,2011,2.237729033006934,1.354973294825293
ITA,CHL,2011,1.7902995230330265,1.265571490362516
JPN,CHL,2011,1.2349528420195965,0.9045322200282708
KOR,CHL,2011,1.6394995675407202,1.242907448539606
MEX,CHL,2011,2.1728252985103844,1.6462175730104678
MYSG,CHL,2011,2.618969909472247,1.7656171559274683
NZL,CHL,2011,2.662176301243826,1.5245480801654863
PER,CHL,2011,2.137267377001945,1.5832062850192035
PHL,CHL,2011,4.565092831790358,2.6751099972609134
POL,CHL,2011,3.6655357782902236,2.1885651371463437
PRT,CHL,2011,2.6617162388247357,1.6448208563308309
ROU,CHL,2011,3.619524588730746,2.069299770444043
RoW,CHL,2011,1.7132448968087763,1.4249641990172608
RUS,CHL,2011,4.0183575969688565,2.3029185465871778
SVK,CHL,2011,3.261595826382262,1.8831843766783551
SVN,CHL,2011,3.372264758141065,1.8877894275757812
SWE,CHL,2011,1.7405913949560963,1.19038847419038
THA,CHL,2011,3.117064202183932,2.188723284194189
TUR,CHL,2011,2.847772422036115,1.7921053780924605
USA,CHL,2011,1.5642266736076313,1.3018581028009397
VNM,CHL,2011,4.085147221709063,2.6872998438945244
ZAF,CHL,2011,3.1103954078470863,1.8955485689666798
AUS,CHN,2011,1.1483174437331527,0.8053880801966027
AUT,CHN,2011,2.0862593183332536,1.2694063454522182
BGR,CHN,2011,3.9472383364311368,2.0908313921222414
BNL,CHN,2011,1.5190516661736237,1.1238112477283793
BRA,CHN,2011,1.5150501940178678,1.0219664635893309
CAN,CHN,2011,1.556785909618604,1.0110854094105488
CHL,CHN,2011,1.9146798379294518,1.25462033335662
COL,CHN,2011,3.1698816350438164,1.7799237009483013
CYP,CHN,2011,3.6847054164166364,1.833079555911322
CZE,CHN,2011,2.745096415770818,1.6109588636586212
DEU,CHN,2011,1.4668342365210647,1.081812925921428
DNK,CHN,2011,1.9191703474612178,1.1251205485562965
ELL,CHN,2011,3.1704060274670254,1.7668171556491785
ESP,CHN,2011,2.3264838460982316,1.39931889463821
FIN,CHN,2011,2.050067193442096,1.2141869134691978
FRA,CHN,2011,1.8192038765405476,1.190919547263261
GBR,CHN,2011,2.0345153812878776,1.3163318622931859
GRC,CHN,2011,2.914137447091153,1.475955223115001
HUN,CHN,2011,2.9080960495449015,1.7319268751062387
IDN,CHN,2011,2.6224736177978536,1.766713919161346
IND,CHN,2011,3.539881032025101,2.371518066635992
IRL,CHN,2011,2.215843999335974,1.2980593629706085
ISR,CHN,2011,2.1111839368419023,1.2152967140612763
ITA,CHN,2011,1.879831016432694,1.2018565270439197
JPN,CHN,2011,1.0792838661558162,0.7898722285074686
KOR,CHN,2011,1.4591728578117131,1.1004594902930271
MEX,CHN,2011,2.66201189444907,1.6596467643027122
MYSG,CHN,2011,1.830230813931762,1.3758265560458705
NZL,CHN,2011,2.0441040360316993,1.201467780029927
PER,CHN,2011,2.4992300834335617,1.5374113902500754
PHL,CHN,2011,3.21945535932595,2.1086943230757136
POL,CHN,2011,3.3606239517570775,1.9304167026008636
PRT,CHN,2011,2.9422728404520555,1.5766739881500227
ROU,CHN,2011,3.5910869402568846,1.9356524901702858
RoW,CHN,2011,1.5291578026739485,1.238326457189936
RUS,CHN,2011,2.3868335710220565,1.6289090349052466
SVK,CHN,2011,2.4211178818773393,1.4980208173262903
SVN,CHN,2011,3.5047655462339815,1.7892951283227903
SWE,CHN,2011,1.8031787097704954,1.1135944817265824
THA,CHN,2011,2.7850897317755723,1.9327406413977088
TUR,CHN,2011,2.686077716771149,1.5447960400012815
USA,CHN,2011,1.7363945585000993,1.2612662930043588
VNM,CHN,2011,3.6094859620031396,2.384186789802072
ZAF,CHN,2011,2.1211697031795937,1.367336553258818
AUS,COL,2011,2.093379516051258,1.1750667463459745
AUT,COL,2011,2.016554763844055,1.275975287899208
BGR,COL,2011,4.3195996875963525,2.247782824531555
BNL,COL,2011,1.5316887828637442,1.1626945508296789
BRA,COL,2011,1.5363338441079555,1.1075780744694597
CAN,COL,2011,1.4817280761491582,1.017709217366492
CHL,COL,2011,1.8763562365285895,1.2939248188733101
CHN,COL,2011,1.6717543734588,1.3113559072603942
CYP,COL,2011,3.9855128262863695,1.9256989570756748
CZE,COL,2011,2.939723387076944,1.713116004963359
DEU,COL,2011,1.5299250655698258,1.1359545602942118
DNK,COL,2011,1.9608595152334334,1.1735082824188707
ELL,COL,2011,2.3363406235659263,1.5016033229118997
ESP,COL,2011,1.9393124875964705,1.3072302548896713
FIN,COL,2011,2.0710929982754154,1.2527318917458836
FRA,COL,2011,1.5912249000592424,1.142458295692871
GBR,COL,2011,2.044473720621694,1.3576611352826493
GRC,COL,2011,3.3774156648972635,1.671444101669399
HUN,COL,2011,3.308427038038749,1.898933255430365
IDN,COL,2011,3.139004383171004,1.959468921071565
IND,COL,2011,3.5117616459417147,2.433899568858381
IRL,COL,2011,2.1990771088903207,1.3330628534082372
ISR,COL,2011,1.9871784359878837,1.2107468386529605
ITA,COL,2011,1.7410794454618899,1.1827224876904974
JPN,COL,2011,1.249407013570076,0.8589675334284937
KOR,COL,2011,1.6715265865671356,1.187285921210785
MEX,COL,2011,1.7739152514079701,1.3994724727486727
MYSG,COL,2011,2.30143966573937,1.5546597283964854
NZL,COL,2011,3.006265097957902,1.5273221810402011
PER,COL,2011,2.2843476273311767,1.5915742606581433
PHL,COL,2011,4.733805352005273,2.5938218669497473
POL,COL,2011,3.544536472731607,2.041717086583489
PRT,COL,2011,2.7660707772337223,1.5884342017402158
ROU,COL,2011,3.673923772099472,2.018254101330292
RoW,COL,2011,1.661799445784454,1.3214760054298067
RUS,COL,2011,2.9044681822373812,1.8297659293685529
SVK,COL,2011,3.0512065063775164,1.738568483923405
SVN,COL,2011,2.9458530347644296,1.6669887270023431
SWE,COL,2011,1.7535699137235619,1.1300588109586223
THA,COL,2011,3.0326897368135564,2.037449856951734
TUR,COL,2011,2.6849947328065578,1.6374805866171418
USA,COL,2011,1.4577308472304793,1.1868099440344626
VNM,COL,2011,3.7373006682216925,2.4145740695997135
ZAF,COL,2011,3.0707102663228003,1.7680671740387786
AUS,CYP,2011,2.234141816590288,1.3676641785291115
AUT,CYP,2011,1.8004776197939105,1.3566779460813378
BGR,CYP,2011,2.6226760450441446,1.9168469832528832
BNL,CYP,2011,1.271627178768694,1.1813845765424549
BRA,CYP,2011,2.491299945216696,1.5756445654319435
CAN,CYP,2011,2.326566623435055,1.4626218206530923
CHL,CYP,2011,3.2870292874870866,1.921958943517232
CHN,CYP,2011,1.946538935363301,1.6196970215862119
COL,CYP,2011,4.93900053521216,2.5594512745513156
CZE,CYP,2011,2.396091745514706,1.7295003807119358
DEU,CYP,2011,1.519066280582588,1.2729687601261839
DNK,CYP,2011,1.6951272494874559,1.2105741981117077
ELL,CYP,2011,2.2638689557534,1.6953183244310384
ESP,CYP,2011,1.8624921467892777,1.4443879047562855
FIN,CYP,2011,2.170344556901541,1.438116694091974
FRA,CYP,2011,1.5985002183572297,1.278054342109921
GBR,CYP,2011,1.618746595156944,1.344596946055351
GRC,CYP,2011,1.332194249670952,1.1592880241576746
HUN,CYP,2011,2.4798483001346714,1.8118376429090777
IDN,CYP,2011,3.9014690872274462,2.4964059974221176
IND,CYP,2011,4.28908343713179,3.1057037279702024
IRL,CYP,2011,2.2341336610484754,1.500426662663053
ISR,CYP,2011,1.3425235638949546,1.1115512663663516
ITA,CYP,2011,1.4871320924682097,1.2192382995571416
JPN,CYP,2011,1.3578600428632153,1.017045361554814
KOR,CYP,2011,1.5295388174943922,1.2845145753288878
MEX,CYP,2011,3.6074668458481693,2.294141710560535
MYSG,CYP,2011,2.669105096357198,1.8999849547212655
NZL,CYP,2011,2.314369063181356,1.457689109273509
PER,CYP,2011,5.076612789994918,2.624188595201988
PHL,CYP,2011,5.314572431785013,3.1292079255504435
POL,CYP,2011,2.3381811817363074,1.8442771444637904
PRT,CYP,2011,2.4047401211506036,1.653839700302399
ROU,CYP,2011,2.512847508741819,1.8396123375476685
RoW,CYP,2011,1.8451028375432958,1.5809667399198162
RUS,CYP,2011,2.0398471315735076,1.7436637416382876
SVK,CYP,2011,2.1063408579186045,1.6073867321057083
SVN,CYP,2011,2.583186672362815,1.753276937162323
SWE,CYP,2011,1.8515587692563242,1.30284040701213
THA,CYP,2011,3.614114236353038,2.5375388724360377
TUR,CYP,2011,1.8157849881864696,1.511140225976292
USA,CYP,2011,2.230236579458403,1.6764621049938564
VNM,CYP,2011,4.439718836414767,3.0215736918656084
ZAF,CYP,2011,3.2082135160873193,2.0489923266425096
AUS,CZE,2011,1.9709667874693708,1.1869301090455446
AUT,CZE,2011,1.3710609431948024,1.0904178272081488
BGR,CZE,2011,2.8527884853529155,1.893189427751626
BNL,CZE,2011,1.1572783311838961,1.0513123899190662
BRA,CZE,2011,2.2636417106219606,1.4055317336697988
CAN,CZE,2011,2.0998933627360774,1.3056074900350358
CHL,CZE,2011,2.9787658662406686,1.7138332658065782
CHN,CZE,2011,1.6740958170484002,1.396946945222017
COL,CZE,2011,3.5657113629415353,1.9774070015575809
CYP,CZE,2011,2.453929995679313,1.581483770819535
DEU,CZE,2011,1.1171421150472838,1.009232146639356
DNK,CZE,2011,1.5360594170242654,1.0762116893886118
ELL,CZE,2011,2.230396639255632,1.5730341376079713
ESP,CZE,2011,1.791510494580274,1.3215589121909308
FIN,CZE,2011,1.8942217706233926,1.259417905668131
FRA,CZE,2011,1.4861254210989943,1.1479633648075405
GBR,CZE,2011,1.7490548129672183,1.3120833217877774
GRC,CZE,2011,2.263819499765923,1.4254437911362103
HUN,CZE,2011,1.7843275043867526,1.423970873880959
IDN,CZE,2011,3.222859518916315,2.1182229453496175
IND,CZE,2011,3.9861987093988827,2.7578426874853847
IRL,CZE,2011,1.7904145397716835,1.24933368431969
ISR,CZE,2011,2.010065963860365,1.2823461987554505
ITA,CZE,2011,1.43329096879515,1.116546309437653
JPN,CZE,2011,1.2509902449115966,0.907664271139207
KOR,CZE,2011,1.6719248170808745,1.2534085639053292
MEX,CZE,2011,2.838040393604294,1.8859829511696544
MYSG,CZE,2011,2.0071350683895686,1.54207187073261
NZL,CZE,2011,2.883058074570073,1.5447016236991629
PER,CZE,2011,4.478140460027915,2.3368970280882873
PHL,CZE,2011,3.835830110729976,2.46927477422835
POL,CZE,2011,1.8130758696084082,1.4996670443117739
PRT,CZE,2011,2.2419112971405384,1.4941309621407641
ROU,CZE,2011,2.33521296778516,1.6697381614518783
RoW,CZE,2011,1.7540898400638871,1.4302924187810924
RUS,CZE,2011,2.0059108094196785,1.5964842860706143
SVK,CZE,2011,1.3586575671678502,1.1803415377813278
SVN,CZE,2011,1.9092718575551988,1.3856237774681388
SWE,CZE,2011,1.5225109606040625,1.099491020588102
THA,CZE,2011,2.90669702036906,2.11782421405471
TUR,CZE,2011,2.200081732568178,1.560307924416861
USA,CZE,2011,1.9948457576565282,1.4736720926933478
VNM,CZE,2011,3.76319759646019,2.57469906164594
ZAF,CZE,2011,2.6085537646751376,1.7106236916800495
AUS,DEU,2011,1.9359752872697276,1.2339363580051124
AUT,DEU,2011,1.5727240971131022,1.246079072121204
BGR,DEU,2011,3.21614268850232,2.1500424579623125
BNL,DEU,2011,1.1928727685683176,1.1343001227537268
BRA,DEU,2011,2.026745051536448,1.3933157910069776
CAN,DEU,2011,1.979406324910399,1.3279790919831715
CHL,DEU,2011,2.7717264377333843,1.738831248091352
CHN,DEU,2011,2.0066810347885045,1.6219125561553411
COL,DEU,2011,3.4020199526525405,2.111224612969277
CYP,DEU,2011,2.8569793470824685,1.80888272921214
CZE,DEU,2011,1.859017913956088,1.4975410541273373
